comment,score
อาชีพพยาบาลเป็นอาชีพที่ควรทำด้วยใจ เห็นอกเห็นใจผู้ป่วย แต่ที่เจอพยาบาลบางกลุ่มที่โรงพยาลนี้ทำให้พูดไม่ออกเลยทีเดียว อยากแนะนำให้กลับไปเอาจรรยาบรรณพยาบาลมาอ่านหลายๆรอบนะคะ,1
ก้อไงๆๆละ,2
คอยนาน.ไปหาหมอที่ไรเที่ยงกว่าจะเส็จพอเสร็จจากตรวจแล้วติดเที่ยงอีกรอยาส่วนมากช้าตรงที่รอยา,3
บริการห่วยมากๆ,1
ดีคับ,5
การสอบถามข้อมูล การได้รับข้อมูลเป็นไปอย่างดีและไม่ล่าช้า บริการทางการจอดจักรยานที่ได้รับก็ดี ความสดวกสบายสถานที่ไม่อึดอัดและแออัด สอาด เป็นที่สำคัญมากคะ,4
ผ่าคลอดไม่ประทับใจ ช่วง หายใจไม่ออกไม่บอกเลย เกือบตายเย็บแผลห่างมาก ชุ่ยมาก ี แผลผ่าฉีกเป็นหนองไล่ไปหาที่ล้างแผลเอง หมอไม่มาดู เจ็บแผลลุกเองยังไมค่อย่ได้ร่างกายไม่แข็งแรง ้ให้เลี้ยงลูกเอง เดินไปห้องน้ำยังเดินไม่ค่อยถนัดหน้ามืด เกือบเป็นลม จะไม่มีการฝากท้องผ่าคลอดที่นี่อีก ยังดีที่หมอดูแลเกี่ยวกับเด็กเล็ก ดีแต่ทำไมลาออกกัน แย่จริง ู ู,3
หมอบอกว่าถ้าเป็นพ่อหมอๆก็ต้องทำอย่สงนี้ คำนี้ให้ห้าดาวเลยค่ะ,5
ไม่โอเคหมอตรวจแบบ..,1
ผลตรวจสุขภาพประจำปีเดือนกว่าแล้วยังไม่ทราบผล,2
ผมไม่รู้ใครมาโรงพยาบาลตำรวจแล้วเจออะไรกันบ้าง ผมอยู่ยะลาใช้บริการตั้งแต่ห้องฉุกเฉิน เอ็กซ์เลย์ ห้องสวนหัวใจ หอผู้ป่วยccu ขณะนี้ผ่านมาจะครบ1ปีแล้วทุกๆ3เดือนผมต้องขึ้นไปรับยา ห้องบัตร ห้องตรวจวัดความดัน ห้องตรวจอายุรกรรม ผมได้รับการบริการที่ดีถึงดีมากมาตลอด ขอบคุณ นายแพทย์ อนุรักษ์ คุณหมอใจดีและพยาบาลทุกๆท่านและทุกๆแผนกมากครับ ปล.ยิ้มเยอะๆใครไม่ยิ้มให้เราชั่งเขา เรายิ้มให้เขาเราสุขใจก็พอ,5
ผมโชคดีที่ได้มารักษาที่นี่ได้พบแต่สิ่งดีๆที่นี่ทั้งหมอและพยาบาล เคยผ่าตัดเปลี่ยนแก้วตาสองครั้งและอีกสองครั้งจอประสาทตาหลุดและเมื่อไม่นานนี้ผ่าตัดต่อเส้นเอนที่ขาดที่หัวไหล่ขวาทุกวันนี้หายดีแล้วเป็นความโชคดีของผมๆมีแต่คำชมไม่รู้จะติอะไร ต้องขอขอบคุณๆหมอปราสงค์ ปราสาททอง ที่แนะนำให้มาที่นี่ ขอบคุณจากใจจิงๆครับ,5
ขอขอบคุณ คุณหมอและพยาบาลแผนกตา ผู้ป่วยคุณสังเวียน รถเข็นค่ะ,1
เงียบสงบ สยบความเคลื่อนไหว,4
บริการดีคับ,5
คนไข้แน่นมาก แออัด ดูสับสน น่าเวียนหัว แต่คุณหมอพูดจาดี อธิบายชัดเจน,3
ไปใช้บริการมา 2 ครั้งคุณหมอ พยาบาล รวมทั้งพนักพูดจาเพราะคะ ครั้งแรกที่ไปไม่รู้อะไรเลย ก็ต้องมีการสอบถามตลอดทางเลยคะห้องนี้อยู่ตรงไหน ต้องทำยังไงต่อ ทุกคนตอบคำถามแล้วลงท้ายด้วยคะ ครับ ตลอด ประทับใจคะ คุณหมอก็ให้คำแนะนำดีมากคะ,4
ได้รับการดูแลที่ดีค่ะ,5
ขอบคุณครับที่ดูแลเรา,5
พยาบาล ส๊วย สวย 11/12/57 time 19.00 น. ห้อง1118,5
ได้5ดาวมาได้ยังไง ผีมากดให้หรือป่าว,1
ที่นี้แหละที่รักษาผมจนหายจากอุบัติเหตุรถชนกัน,5
เคยไปหาหมอตอนกางคืนเจอหมอกะเทยพูดจาม่ดีเลยม่สมควรเปนหมอด้วยซ้ำ,1
บอลิการดีมาก,3
"เวลานี้กำลังเข้าพักอยู่ที่ตึกเฉลิมโรงพยาบาลตำรวจค่ะได้รับการบริการและวาจาทีไม่ดีจากพยาบาลชั้น8ค่ะชื่อ รตทหญิงอุษา ศรีโมรา,รตอ ภทราพร หงษ์ดำเนินใช้ตำแหน่งคิดว่าใหญ่มาจากไหนเหรอค่ะ..พูดจากับคนดีๆก็ได้ค่ะไม่ต้องกระแทกกระทั้นแสดงกริยาเลวๆหรอกค่ะสมัยนี้นะเค้าไม่ทำกันแล้วค่ะกริยาอย่างที่คุณทำองค์กรเสียหายหมดคนดีจะพลอยเสียชื่อไปด้วย",1
ใครมีประกันสังคมยกเลิกไปเถอะ..นานโครต....ไม่ดียาก้อเกรดต่ำ,1
บอกตรงๆนะครับ ที่จอดรถเนี้ย มีไว้บริการหมอ กับพยาบาลระดับสูงๆอย่างเดียวไช่ใหมครับ คนที่เค้าป่วยมาหาหมอไม่มีที่จอดรถให้หรอก หมอกับพยาบาลมีที่จอดรถคนละสองสามคัน คนทำงานระดับล่างคนมาโรงบาลไม่มีที่ให้ ถามจริงไว่าคนมาโรงบาลวันหนึ่งเป็นพัน มอไชค์มีเป็นสองสามร้อย คิดได้ไงไล่ให้ไปจอดในกรงแคบๆแค่ห้าสิบคันก็เต็มแล้ว บอกว่าจะเป็นโรงบาลระดับอินเตอร์ แค่บริหารจัดการรถยังทำไม่เป็น ถามจริงว่าโรงพยาบาลนี้ บริการ ประชาชนหรือใคร?,3
บริการดีรวดเร็วทันใจค่ะ แต่หาที่จอดรถยากมาก,5
ผมประทับใจนะครับบริการดีพยาบาลให้คำแนะนำ พูดเพราะหมอก็โอเค,4
ในส่วนบริการประกันสังคม ดีอยู่นะ,4
ขอบคุณครับ เป็นกันเองเช่นญ่ติสนิท,5
คุณหมอรักษาดีค่ะ แต่พยาบาลพูดจาไม่ดีเลย,5
บริการดีมาก..รักษาโรงพยาบาลนี้มาแล้วค่ะ,5
ผมเคยเป็นคนไข้ของ น.พ ชาญชิตและ น.พ ราชิต ยศและนามสกุลของท่านทั้งสองผมจำไม่ได้ฝีมือด้านศัลยกรรมกระดูกระดับอาจารย์หมอ ขอขอบคุณสำหรับการรักษาครับ,5
คุณหมอกับพยาบาล น่ารักทุกคน บริการเยี่ยม. เจ้าหน้าที่ทุกคนด้วยนะ,5
สักแต่อยากมีลูก..โง่ขนาดไม่รู้ค่า ฝากท้อง เท่าไหร่...สมกันแล้วโง่กะแกล้งโง่ อย่าลืมให้ฝ่ายชายไปตรวจDNAด้วยนะว่าใช่หรือเดียวโง่ซ้ำซ้อน 56666,3
เป็นที่ ที่ดีที่สุดคะ ขอบคุนจากใจ(ที่ชั้น6ตึกเฉลิมพระเกียร)พี่หมอและพี่พยาบาลคะ,5
บริการดีมากเลยค่ะ,5
พยาบาลที่นี้เค้าจับฉลากมาเป็นรึเปล่าคะ มารยาทนี้ไม่มี พูดจาเลวมาก สักแต่ว่ามาทำงานไม่มีจรรยาบบรรณ พุดกับคนไข้อีกอย่างไปพุดกับหมออีกอย่าง ตึกอุบัติเหตุชั้น 12 ปากดีมาก ทั้งพยาบาลทั้งพนักงานทำความสะอาด,1
ใครมาโรงบาลนี้ มาตอนกลางคืนนะครัฟ กลางวัน หมอพยาบาล ห้วยแตกมาก,1
อยากรู้ราคาการฝังยาคุมของโรพยาบาลตำรวจค่ะ,5
บอกเลยเป็นโรงพยาบาลที่คำว่าอำนวยความสะดวกติดลบมากๆเรื่องที่จอดรถ มีที่จอดมากเลยแต่กันไว้สำหรับเจ้าหน้าหรือนายตำรวจเท่านั้นแต่เจ้าหน้าที่หรือนายตำรวจก็ไม่ได้มาจอดเต็มพื้นที่แต่กันไว้เฉยๆแทนที่จะอำนวยความสะดวกของประชาชนที่มาพบแพทย์ มากกว่า ผู้ยริหารควรเอาเรื่องนี้มาคิดเยอะๆนะครับ,1
วันหยุดนักขัตฤกษ์ ไม่ทราบว่ารับทำบัตรสิทธิจ่ายตรงไหม,3
บริการด้วยใจหรอ พยาบาลพูดจาดอกมากค่ะ มึงอย่ามาทำงานบริการเลย,1
ชอบคุณหมอเด็กทุกคนเลยคะ สุดยอดแต่ไม่ชอบพยาบาลแผนกฉุกเฉิน เวรดึก13/8/57นิสัยไม่ดีเหมือนไม่ได้รับการอบรม ดูถูกคนไข้ ไม่เต็มใจบริการคนไข้ ไม่ทราบว่าบริการคนไข้ทุกประเภทหรือเลือกบริการไม่ทราบ ใช้อารมณ์ส่วนตัวมากเกินไม่เหมาะที่จะเป็นคนบริการเลย,4
เยี่ยมมาก,5
คุณหมอฉุกเฉินบริการดีมาก กะดึกน้ะ เว้นแต่ จนท. ฝ่ายต้อนรับชุดฟ้าๆ แย่ๆๆ พูดจาเหวี่ยงวีน ขี้นินทาคนไข้ อีกคนเป็นตุ้ดอ้วนชอบโบ๊ะแป้ง พูดจากระชาก ทำสีหน้าเชิดคอเป็นกิ้งก่า,3
รวดเร็วทันใจ,5
มีพยาบาล2คน เวรดึกคะ อยู่ชั้น12 พูดจาไม่เพราะเลยชอบใส่อารมณ์คะ ตอนแม่ให้อาหารสายยางผู้ป่วยแต่เราทำวิธีอีกอย่างนึงอยู่ดีๆเขามาตะคอกและใช้อารมใส่คะ พอเราถามเขาดีๆแค่อยากรู้วิธีที่ถูกต้อง พยาบาลกะดึกคะเขาใส่อารมว่าทำแบบไหนก็ทำอย่างงั้นไป!!!! คือถ้าคุณไม่อยากบอกก้อไม่ต้องบอกก้อได้นะคะถ้าอารมไม่ดี,2
พยาบาลทุกคน น่ารักและอัธยาศัย ดีมาก,5
คุณหมอเด็ก น่ารักดูแลคนไข้ดีค่ะ,4
เคยมารักษามือที่นี้ แล้วดีคร๊าฟ:,3
เป็นครั้งแรกที่มาและครั้งสุดท้าย บอกเลย รอนานมาก มากกกกกกกกกกกกกก,1
พอไช้,3
เจอคุณหมอเอาใจใส่คนปว่ยใด้ดีเยี่ยมพูดจาไพเราะใส่ใจกับผู้ที่มาติดต่อ,4
ดืใจให้คาวมอบอุ่นกับประชาชน,2
เยี่ยมจริงๆบริการดีมาก,5
อารมณ์ตอนนี้ดาวเดียวยังไม่อยากจะให้เลย ขนาดจ่ายค่ารักษาเองนะ ยังได้รับการดูแลแบบทิ้งๆขว้างๆ เรามารักษาที่นี่เพราะคิดว่าคุณช่วยเราได้ ทางรพ.เครื่องทำบอลลูนหลอดเลือดเสียไม่สามารถถทำการรักษาได้ คุณแทนที่จะติดต่อประสานงานหาที่ให้ ติดต่อส่งตัวให้ เปล่าเลยให้ญาติคนไข้วิ่งติดต่อหารพ.เอง,1
ขอขอบคุณที่รับพ่อเข้ารักษา ถ้าไม่ได้ร.พนี้ แย่แน่ๆเลย ขอบคุณ คุณหมอไพบูลย์ มะระพฤกษ์วรรณค่ะ,1
ช้า.พูดไม่ค่อยเพราะ ถามก้อโมโห,3
คุณหมอที่นี่เก่งมาก ดูแลคนไข้ดีมาก,4
ใช้กันทั้งบ้านเลย,5
ไปซ่อมขาเทียมเจ้าหน้าที่ตรวจสิทธิอธิบายไม่เข้าใจพูดไม่ค่อยดี,1
หนูขอให้มีห้องว่างสำหรับคุณยาย อบ อรุณพันธ์ ด้วยเถอะค่ะ,5
บริการ เร็วทันใจ,5
มาตั้งแต่09.00นี่11.07ยังไม่เสร็จคนมาหาหมอก็น้อยรู้สึกท้อใจแทนคนรอ,3
ดีมากๆคับ,5
พยาบาลแต่ละคนพูดจาดีเฉพาะข้าราชการคนใหญ่คนโตคนมีตังใช่ไหมค่ะ โดยเฉพาะพยาบาลทำคลอดพูดจาทุเรศมาก,1
ขอใบส่งตัวไปรักษาที่รพ.จุฬาลงกรณ์ไม่ได้เลยนี่หรือสิทธิ์ประกันสังคม,4
ดีมากคับ,4
มีีตำรวจหล่อๆมั้ยคะ,1
ชอบโรงพยาบาลนี้มากเรยค้ะ บริการดีเทียบกะเอกชนได้เรยค้ะ ^^,4
อยากทราบว่าปี 2559 ทางโรงพยาบาลยังรับประกันสังคมเพิ่มีกหรือเปล่า อยากเปลี่ยนมาใช้บริการของทางโรงพยาบาลค่ะ,3
บริการดีมากๆเลยค่ะ,5
ผมเคยมารักษาทีนี้ครับ,4
แรกๆก็ดีนะค่ะ พอช่วงหลังๆเหมือนพยาบาลมีปัญหาแล้วมาเหวี่ยงใส่คนไข้ ทำอย่างนี้มันถูกหรอค่ะ ถ้าไม่เต็มใจทำอาชีพหมอก็ลาออกไปค่ะ คนไข้ไม่ใช่ที่รองรับอารมณ์ค่ะ คนไข้เค้าไม่ทราบหรอกนะค่ะว่าคุณหมอตรวจคนไข้มาสิบคนหรือร้อยคน แต่ช่วยพูดดีๆหน่อยนะค่ะ ไม่ชอบค่ะ,1
พยาบาลชั้น4 ห้องเด็กสามัญ บางคนมรรยาทแย่ พูดจาแย่ๆ ตอนกลางคืนก็นอนหลับ ไม่สนใจคนไข้ ถึงเวลาก็ให้แต่ยา เจอผู้ใหญ่ตรวจพื้นที่ก็ตื่นเดินกันให้พล่านเป็นแถว เห็นคาตา ผอ.ช่วยดูแลหน่อยคับ,1
ตอนนี้ ทาง ร.พ.ได้ปรับภูมิทัศน์ บริเวณด้านใน ให้ทันสมัยมากขึ้น ดูแล้ว ห้องน้ำก็สะอาดขึ้นกว่าเดิม ทำให้ผู้ป่วยไปแล้วไม่รู้สึกหดหู่,5
สะอาดมาก บริการเยี่ยม อาหารอร่อย,5
ได้มาส่งญาติที่ฉุกเฉินเวลาเกือบๆ3ทุ่มก็ได้รับการต้อนรับและได้รับการรักษาด้วยดีค่ะ ญาติได้รับบาดจากรถชน..ได้รับการรักษาอย่างรวดเร็วและได้รับการเอาใจใส่จากพยาบาลและคุณหมอตลอดจนเจ้าหน้าที่..ที่ต้อนรับข้างนอกเป็นอย่างดีสะดวกสะบายอะไรไม่เข้าใจเราก็ถามเจ้าหน้าที่..ขอบคุณคุณหมอ และพยาบาลทุกท่านค่ะ,5
มาขอใช้บริการเค้าต้องทำใจละค่ะแต่หมอสูติดีมากพยาบาลไม่ค่อยดีค่ะ,5
พยาบาลหวยแตกมากห้องฝากคัน ส9ผมพาแฟนมาตั้งแต่เช้าเลย6โมงเช้าได้บัตรคิวที่36แฟนผมก็นั่งรอนานมากเลยไม่เห็นเรียกเป็นคิวเลยแล้วอย่างนี้หยิบบัตรคิวเพื่ออะไรคับขอช่วยปรับปุงหน่อยสิคับเรื่องคิวอะคับตอนนี้ข้าวยังไม่ได้กินเลยคนมาหลังได้ก็คนมาก่อนได้หลังทำบัตรคิวเพื่อพยบาลคนใส่แว่นอะคับแรดมากน่าจะไม่ออกไปเลยคอรับชั้นสลับกันมั่วเลยไอ้สาดตอนบายโม่งยังไม่เรียกเลยช่วยปรัปปุงกันหน่อยนะคับ,1
พาเมียไปคลอดลูก ต้องทวงข้าวทังสามวัน แจกไม่ครบเตียง แม่บ้านก้ดคนทำคลอดก้ปากร้ายุ สมุดสีชมพูก้ไห้สับกัน ยังไม่ได้จนถึงทุกวันนี้ื ต้องปรับปรุงนิดนึงนะครับ,2
หาที่จอดรถไม่มีเลยอาคารจอดรถใหญ่มากแต่ไม่ให้คนไข้จอด,1
เป็นหนึ่งในสมาชิกครอบครัวข้าราชการตำรวจ คลอดลูกที่นี่ 2 คนแล้ว หมอสูติฯ พยาบาลน่ารักมาก หมอฉุกเฉินกลางคืนไม่น่าประทับใจนัก ส่วนที่จอดรถอันนี้ต้องทำใจหน่อยเพราะอยู่ใจกลางเมือง ที่จอดหายาก,4
เป็นโรงพยาบาลที่ทำประกันสังคมใว้10กว่าปีแล้ว.ทุกครั้งที่ไปรักษา ก้ ใด้รับการดูแลดีทุกอย่างค่ะ.,4
คนไข้เยอะ...ต้องทำใจค่ะ ดีที่คุณแม่มารักษาผ่าตัดต้อกระจกแล้วโอเค ได้คุณหมอเก่ง ก็หยวนๆ เรื่องหยุมหยิมไปค่ะ ถือว่าไม่จำเป็นจริงๆ ก็ไม่มาแล้วกันค่ะ เพราะมาแต่ละทีต้องใช้เวลาเป็นวันเลย ระบบราชการ,3
ตอนที่มานอนถึงรู้ว่าพยาบาลเขาต้องทำทุกอย่างไห้กับคนไข้ที่ช่วยเหลือตัวเองไม่ได้ #ชั้น5ห้อง5/1ตึกเฉลิมพระเกียรติขอชมจากจัยครับ,3
รักษาดี พยาบาลก็พูดจาดีแต่ที่จอดรถน้อยไปหน่อย,4
รักษาดีมาก รอยานานที่สุด,5
ขอให้พี่หายป่ยหายไข้เร็วๆครับ รักครับ คณะเรา62,5
เกลียดพยาบาลที่นี่ ตรงที่ฝากครรภ์ ยิ่งแย่ พูดจากวน...มาก อยากเปลี่ยน ร.พ. ใช้สิทธิประกันสังคมก็แบบนี้ ห่วยๆๆๆๆๆๆ,1
นั่งรอตรวจครรภ์นานมากค่ะม่ายรุหมอทามรัยยุ,1
เคยเจ็บหลังจนเดินไม่ได้ต้องเข้าห้องฉุกเฉิน มาพบคุณหมอที่ห้องฉุกเฉินน่ารักมากๆครับ <3 (^^^),5
ผมเคยไปผ่าตัดที่โรงบาลตำรวจก็บริการดีดูแลผมดี,4
รพ รัฐแต่เสียเงินเหมือน รพ เอกชนเลย เปลี่ยนเป็นเอกชน เหอะ ขนาด บัรต30ยังเสียเงินเลย ทุกอย่าง 30บาท มันควบคุมหมดนิ แต่ทำไม เสียเงินเองทุกอย่างเลย ตั้งแต่ใากครรภ์มา อีกหลายอย่าง มาก รพนี้สุดๆ,1
ดีมากค่ะ บริการดีเยี่ยมเลย คร้า,5
"เป็นสถานรักษาพยาบาลให้กับตำรวจ,ครอบครัวตำรวจเยี่ยมมาก",5
บริการดี ประทับใจ ค่ะ,5
เจ้าหน้าที่ทุกคนบริการดีมาก,5
รอนาน คนเยอะ ที่จอดรถน้อยเกิน,3
ไม่มีคำบรรยายคับ กับโรงพยาบาลแห่งนี้ แต่ผมให้ 5 ดาวคับ,5
ไม่มีคำวิจารณ์เพราะเป็นโรงพยาบาลตำรวจโดย..ตรงมันต้องดีอยู่แล้ว,5
บริการดีมากๆค่ะ,5
รอนานมากไปแปดโมงเช้ากว่าจะได้พบหมอก็บ่ายโมงกว่ารอรับยาเสร็จประมาณบ่ายสามโมง แต่หมออัธยาศรัยดีมากชื่อนายแพทย์จิรันธนิน,3
รอคิวนานมากกกกก กว่าจะได้เจอหมอ ลำดับขั้นตอนการให้บริการไม่ดี เหนื่อย,3
พนักงาน แย่ ! มาก!!',1
สุดยอดความสะดวกสบาย สะอาด เป็นระบบรวดเร็ว หมอดี เก่ง พยาบาลน่ารัก บรรยากาศเป็นกันเอง,5
อยากแนะนำ จริงจะให้5ดาว แต่เพิ่งจะมาแค่ครั้ง2ครั้ง เพราะว่า หลานชายคนแรกและคนที่2ไปเกิดที่นั่นทั้ง2คน คุณหมอดูแลดีมาก,4
เคยไปเยี่ยมคนป่วยครั้งเดียวรู้สึกแออัดมาก.จนรู้สึกว่าอึดอัดนะ.,5
แฟนเป็นชาวต่างชาติ มาฝากครรถ์ ที่สูตินารีแพทย์ พยาบาลตรง ส10 พูดจาไม่ดีเลยกับชาวต่างชาติ มีการบอกให้แฟนผมกลับประเทศด้วย ทำให้แฟนผมรู้สึกไม่มีดีกับโรงพยาบาลนี้เลย เลยย้ายไปฝากครรถ์ที่โรงพยาบาลอื่น(ไม่ว่าจะประเทศไหนก้อคนเหมือนกัน),1
คุณหมอเก่งพยาบาลน่ารักเป็นกันเองมากๆ ขอบคุณมากๆครับ,5
ที่จดรถมีน้อยมากอ่ะ,2
ทำไม พนักงานเค้าทเตอร์พูดไม่มีหางเสียง เวลาคุยกับผู้ป่วยที้มาใช้บริการ หน้าก็ไม่มอง แย่... ถ้าเลือกเปลี่ยน ประกันสังคมได้จะรีบเปลี่ยนเลย,1
การดูแลรักษาพยาบาล มีการวินิจฉัยตรงโรค และอัธยาศัยของหมอและพยาบาลที่ดูแลคนไข้เป็นอย่างดี,5
บริการก็ใช้ได้คะ แต่พนักงานประชาสัมพันธ์ ไม่ค่อยโอเครคะ,4
เคยป่วยเป็นช็อคโกแลตซีสต์ ที่มดลูก ได้รักษา และวินิจฉัย อย่างรวดเร็ว ตอนนั้นแต่งงานแล้ว แต่มีบุตรยาก ทำให้แพทย์ต้องระมัดระวังในการรักษา เพื่อให้สามารถ มีบุตรได้ และก็สำเร็จไปได้ด้วยดี หลังจากนั้นก็มีบุตร ตามใจปราถนา คุ้มค่ากับการรักษาจริงๆค่ะ,5
รักษาดีเยี่ยม,5
หมอยิ้มแย้มแจ่มใส พยาบาลใจดี,4
เข้าติดต่อแผนกฉุกเฉิน เนื่องจากได้รับอุบัติเหตุจากการโดนนมีดบาด ที่นิ้วขวา แต่การพูดคุยของพยาบาลหน้าเคาเตอร์พูดไม่เป็นมิตร ถามคำตอบคำ พูดไม่มีหางเสียง ฟังแล้วไม่ประมับใจมากพูดแบบใส่อารมย์ แต่หมอดีนะครับให้คำแนะนำให้การใส่ใจในการดูแล,2
การบริการรวดเร็ว คุณหมอให้คำอธิบายได้ชัดเจน การรักษาดีมาก,4
เป็นโรงบาลที่ดีสะดวกรวดเร็วแบ่งแผนกผู้มารักษาได้ดีไม่ต้องกลัวรอนานเลยครับ,5
เจ้าหน้าให้การตอนรับดีมากเลยครับยิ้มแย้มแจ่มใสมากครับ,5
