comment,score
บริการดี เป็นกันเอง และปลอดภัยด้วยค่ะ รู้สึกสบายใจที่มาโรงพยาบาลนี้ ไม่ทำให้ผู้มาใช้บริการผิดหวังเลยค่ะ อีกอย่างเป็นโรงพยาบาลที่สะอาด สุขลักษณะ ดูแลผู้ป่วยดี ใส่ใจและมีความคิดรอบคอบ ทำให้สบายใจไม่คิดมากทำให้คนไข้ผ่อนคลาย. รู้สึกสบายใจไม่กลัวไม่เกร็งค่ะ และเรื่องอาหารการกินก็บริการตรงเวลาค่ะ. สะอาด. พื้นที่และสภาพแวดล้อมก็โอเค ค่ารักษาก็เป็นกันเอง ไม่แพงจนเกินไป.,4
บริการของหมอและพยาบาลดีมาก ตอนนอนพักฟื้นก็มีพยาบาลเข้ามาเช็คมาดูแลตลอดหมอก็เข้ามาเป็นพักๆ อาหารที่รพ.ไม่ค่อยอร่อยแต่ในโรงพยาบาลมีร้านอาหารกับเซเว่น มียามมีแม่บ้านค่อยดูแลตลอดคนที่เอา สถานที่ห้องพักสะอาดดีแอร์ค่อนข้างเย็น จากที่สังเกตคนไข้คนอื่นเวลาจะเดินไปแผนกไหนจะมีพยาบาลเดินพาไปตลอดแต่ด้วยความเป็นโรงบาลเอกชนราคาก็สูงตามแต่โดยรวมก็ดีหมดเลย,4
บริการของหมอและพยาบาลดีมาก ไปนอนให้น้ำเกลือ เข้านอกเวลาตอน 1 ทุ่มมีความพอใจในการบริการ ตอนนอนพักฟื้นก็มีพยาบาลเข้ามาเช็คมาดูแลตลอดแต่ในโรงพยาบาลมีร้านอาหารกับเซเว่น มียามมีแม่บ้านค่อยดูแลตลอดคนที่เอารถมาก็จะมีรถกอล์ฟไปรับถึงที่อยู่ แต่ห้องน้ำค่อนข้างเหม็นและสกปรกค่ะ ตรงนี้เป็นข้อเสียของโรงพยาบาลนี้....................................,4
คุณหมอใจดีค่ะ ให้คำปรึกษาดีมาก พยาบาลดูแลดีเป็นมิตร มีความพอใจในการบริการค่ะ แต่ห้องน้ำค่อนข้างเหม็นและสกปรกค่ะ ตรงนี้เป็นข้อเสียของโรงพยาบาลนี้ค่ะ โรงอาหารก็ดูสะอาดค่ะ แต่เรื่องตู้กดเงินมีแค่ตู้เดียวซึ่งถือว่าน้อยมากค่ะ  หนูเคยไปแผนกศัลยกรรม หูคอจมูก และแผนกจิตเวชค่ะ ซึ่งทุกแผนกให้บริการดีมากค่ะ แต่รอคิวนานคนค่อนข้างเยอะเพราะเป็นโรงพยาบาลของรัฐบาลซึ่งเป็นเรื่องปกติค่ะ เคยผ่าตัดชั้น3ถือว่าไม่กดดันค่ะ หมอพยาบาลดูแลดีมาก ห้องผ่าตัดสะอาด คุณหมอเปิดเพลงเพื่อให้ผ่อนคลายชอบตรงนี้ค่ะ ไปแผนกจิตเวชหนูไปส่งเพื่อนค่ะ คุณหมอให้คำปรึกษาดีมากถึงแม้ว่าแต่ละเคสจะใช้เวลานานก็ตามค่ะ โดยสรุปการให้บริการของแพทย์ พยาบาล บุคลากร ถือว่าดีค่ะ แต่ห้องน้ำสกปรกค่ะ,3
บริการของหมอและพยาบาลดีมาก ตอนนอนพักฟื้นก็มีพยาบาลเข้ามาเช็คมาดูแลตลอดหมอก็เข้ามาเป็นพักๆ อาหารที่รพ.ไม่ค่อยอร่อยแต่ในโรงพยาบาลมีร้านอาหารกับเซเว่น มียามมีแม่บ้านค่อยดูแลตลอดคนที่เอารถมาก็จะมีรถกอล์ฟไปรับถึงที่อยู่ สถานที่ห้องพักสะอาดดีแอร์ค่อนข้างเย็น จากที่สังเกตคนไข้คนอื่นเวลาจะเดินไปแผนกไหนจะมีพยาบาลเดินพาไปตลอดแต่ด้วยความเป็นโรงบาลเอกชนราคาก็สูงตามแต่โดยรวมก็ดีหมดเลย,5
บริการดี เป็นกันเอง และปลอดภัยด้วยค่ะ รู้สึกสบายใจที่มาโรงพยาบาลนี้ ไม่ทำให้ผู้มาใช้บริการผิดหวังเลยค่ะ อีกอย่างเป็นโรงพยาบาลที่สะอาด  สุขลักษณะ ดูแลผู้ป่วยดี  ใส่ใจและมีความคิดรอบคอบ ทำให้สบายใจไม่คิดมากทำให้คนไข้ผ่อนคลาย. รู้สึกสบายใจไม่กลัวไม่เกร็งค่ะ และเรื่องอาหารการกินก็บริการตรงเวลาค่ะ. สะอาด. พื้นที่และสภาพแวดล้อมก็โอเค ค่ารักษาก็เป็นกันเอง ไม่แพงจนเกินไป.,3
คุณหมอแผนกอายุรกรรม ค่อนข้างดีครับ เข้าใจผู้ป่วยและทีมงานพยาบาลมีการบริการที่ดีและรวดเร็วครับ ราคาไม่สูง เนื่องจากตอนนั้นผมมีอาการไอมีเลือดผสม จึงได้ไปตรวจและเอกซเรย์ปอดเพื่อตรวจสอบ คุณหมอบอกว่าปกติดี อาจจะเป็นกรดไหลย้อนจึงได้รับยากรดไหลย้อนมาแทน และมีอาการเสมหะเยอะ ปวดหน้าอก พอทานยาก็ดีขึ้นครับ คุณหมอน่ารักมาก และพี่พยาบาลก็นิสัยดีด้วยครับ,5
คุณหมอให้คำแนะนำเกี่ยวกับปัญหาได้ดีมากครับ ทำให้สามารถแก้ไข้อาการเบื้องต้นได้ ขอบคุณเว็ปไซต์ นี้ที่เป็นประโยชน์แก่ประชาชนคนไทยครับ ทั้งนี้ทำให้การแนะนำเบื้องต้นของคุณหมอสามารถทำให้บรรเทาอาการป่วยได้ และนำข้อมูลที่ได้ช่วยไปเผยแพร่ ให้แค่คนในครอบครัว เพื่อน ญาติเป็นลำดับถัดไป ความง่ายในการใช้งานก็ดีเยี่ยมครับ สะดวกรวดเร็วววว,5
คุณหมอแผนกอายุรกรรม ค่อนข้างดีครับ เข้าใจผู้ป่วยและทีมงานพยาบาลมีการบริการที่ดีและรวดเร็วครับ ราคาไม่สูง เนื่องจากตอนนั้นผมมีอาการไอมีเลือดผสม จึงได้ไปตรวจและเอกซเรย์ปอดเพื่อตรวจสอบ คุณหมอบอกว่าปกติดี อาจจะเป็นกรดไหลย้อนจึงได้รับยากรดไหลย้อนมาแทน และมีอาการเสมหะเยอะ ปวดหน้าอก พอทานยาก็ดีขึ้นครับ คุณหมอน่ารักมาก และพี่พยาบาลก็นิสัยดีด้วยครับ,4
เคยพาคุณยาไปนำเศษเนื้ออกจากคอ บริการดีหมอมือเบาสุดๆ ค่าใช้จ่ายมีประกันรับคือดีครับที่จอดรถค่อนจ้างปานกลางไม่ถึงกับมากแต่ก็ไม่น้อย การเดินทาง็ไม่ค่อยลำบากเท่าไหร่ยิ่งในเวลาเร่งด่วนมีการดำเนินการให้ดีมากและมีการติดตามหลังการรักษาอาการจะทีมงานและคณะแพทย์ของ รพ. อีกด้วย ครับโดยรวมแล้วคือดีปานกลางติตรงที่พยาบาลนิดหน่แยเด้อ,5
เคยพาญาติไป บริการดีมากๆค่ะ คุณหมอเป็นกันเอง ไม่ดุ ไม่ทำให้เราเกร็งด้วยพยาบาลบางคนก็ดีค่ะ พูดดี ใจเย็น ถามอะไรก็ตอบ ไม่พูดจากระโชก โรงบาลมีมาตรฐานดีค่ะ แต่รอคิวนานนิดนึง แต่รวมๆถือว่าดี ถ้าใครจะไปแนะนำที่นี่เลยค่ะ สะดวก ห้องน้ำถือว่าใช้ได้เลยค่ะ แต่อาจจะหาที่จอดรถยากหน่อย เพราะเต็ม แต่บริการดีมาก ราคาปานกลางไม่แพงมาก,4
โรงพยาบาลบริการดีมากๆค่ะ พยาบาลและคุณหมอเป็นกันเอง ใจดีมาก คอยให้คำแนะนำต่างๆดีมาก แถมคุณหมอผู้หญิงใจดีอีกด้วย ส่วนห้องรับยาและห้องจ่ายเงิน บริการรวดเร็วทันใจไม่ต้องรอคิวนานๆเลย ส่วนห้องน้ำมีกลิ่นนิดหน่อย แต่โดยรวมถือว่าโอเคค่ะ การเดินทางสะดวกทั้งรถยนต์และรถโดยสาร ส่วนตัวชื่นชอบโรงพยาบาลนี้ค่ะ และหากมีโอกาสก็จะกลับมาใช้บริการที่นี่อีก เพราะการบริการดีประทับใจ และคุณหมอก็ให้คำแนะนำต่างๆดีมากค่ะ,4
โรงพยาบาลก๊โอเครค่ะ แผนกสูตินารีไม่รอคิวนานหมอและพยาบาลอัธยาศัยโอเค สนใจคนไข้ดี วันนัดตรวจและเวลาก๊ดีค่ะ ฉีดวัคซีนและเช็คความก้าวหน้าของลูกน้อยก๊ดี การให้บริการไม่ช้ายืดหยาด คุณหมอที่ต้ออตรวจพัฒนาการและให้คำปรึกษาก๊มีหลายคนทำให้ไม่ช้าในการพบหมอ จัดสรรปันส่วนได้ดีทำให้ไม่เสียเวลา พยาบาลฉีดวัคซีนก๊มีอัธยาศัยดีรู้จักพูดหลอกล่อทำให้เด๊กไม่ร้องเวลาโดนเข็มฉีด,5
"พยาบาลบริการไม่ดี  อธิบายแบบขอไปที

ฝ่ายการเงินค่อนข้างช้า รอคิวนาน

ที่จอดรถเต็มตลอดทุกที่แม้กระทั่งริมถนน
ทั้งๆที่มีพื้นที่มากมายภายในโรงพยาบาล  ควรนำมาปรับปรุงเป็นลานจอดรถเพื่อให้เพียงพอกับคนไข้ที่มารับการรักษา

คลีนิคนอกเวลาวันเสาร์ , อาทิตย์ มีที่จอดรถเหลือ แต่ต้องหมอ  รอคิวนานมาก  บางทีให้ไปหาหมอที่แผนกฉุกเฉิน  พอมีคนไข้ฉุกเฉินเข้ามาก็ต้องรออีกนานมาก

ห้องน้ำไม่ค่อยสะอาด.........",2
โทรไปสอบถามค่ารักษาพยาบาล พูดจาแย่มาก เหมือนไม่ได้รับการอบรมการบริการ แย่ตั้งแต่สายแรก พูดจาขึ้นเสียงใส่อารม จนปลายสาย เราถามว่าค่ารักษาประมานเท่าไหร่ อันนี้บอกไม่ได้คือเข้าใจ แต่ถามเราว่าอันนี้จะเอาใบรับรองแพทย์หรือไม่สบายจริง เราก็บอกท้องเสียค่ะ  คือไร เราพูดก็พูดดีนะ แล้วบอกว่าคนไข้บอกหมอก็ได้ค่ะ ว่าไม่มีตังแต่พูดจากวนประสาท โทรไปละอารมเสียมากค่ะ ขอเลือกรพ.อื่นดีกว่า การใช้คำพูดคือไม่เหมาะกับงานบริการมากค่ะ ไม่รู้ว่าทำงานมานานหรือยัง ถึงใช้คำพูดแบบ แย่ๆ,1
จะเลื่อนนัดฝากครรภ์แต่เบอที่ให้มันเป็นเบอใช้ไม่ได้หรืออาจจะเป็นเบอร์เก่าอ่ะคะ ใครรู้เบอร์แผนกฝากครรภ์บอกด้วยนะคะ พอดีติดธุระที่ตวจ. จริงๆ อยากจะโทรเลื่อนนัดมากๆ ใครรู้ตอบหน่อยนะคะเลื่อนัดหมอมาได้ 1 วันแล้วค่ะ เครียดจนนอนไม่ค่อยหลับกลัวหมอว่า เราไม่มีเบอร์จริงๆ ค้นหาในเน็ตเบอร์ก็โทรไม่ติด ช่วยด้วยนะคะ,3
ทำไหมต้องลบรีวิวคำวิจาร์การบริการของรพ.สิรินธรออกจากเวปอ่ะเรื่องจริงสิ่งที่เจ้าหน้าทำกับคนไข้จนตายทำไหมไม่ออกมาอธิบายเวปช่วยปกปิดทำไหมขอคำอธิบายด้วยน่าสงสานประชาชนนะค่ะเจอจากรพ.ก้อหนักพอควรแล้วเรื่องจริงไม่ตายค่ะออกมารับผิดชอบหน่อยสิรพ.สิรินธรอยู่ดีๆใช้อำนาจมาลบรีวิวในเวปรึค่ะออกมาแสดงความรับผิดชอบหน่อยคุนพยาบาลชั้น8อ่ะค่ะอ่านแล้วคงกระทบอยากให้มาเปนทางคนเสียคนที่รักไปบ้าง,1
ทำไหมต้องลบรีวิวคำวิจาร์การบริการของรพ.สิรินธรออกจากเวปอ่ะเรื่องจริงสิ่งที่เจ้าหน้าทำกับคนไข้จนตายทำไหมไม่ออกมาอธิบายเวปช่วยปกปิดทำไหมขอคำอธิบายด้วยน่าสงสานประชาชนนะค่ะเจอจากรพ.ก้อหนักพอควรแล้วเรื่องจริงไม่ตายค่ะออกมารับผิดชอบหน่อยสิรพ.สิรินธรอยู่ดีๆใช้อำนาจมาลบรีวิวในเวปรึค่ะออกมาแสดงความรับผิดชอบหน่อยคุนพยาบาลชั้น8อ่ะค่ะอ่านแล้วคงกระทบอยากให้มาเปนทางคนเสียคนที่รักไปบ้าง,1
ทำไหมต้องลบรีวิวคำวิจาร์การบริการของรพ.สิรินธรออกจากเวปอ่ะเรื่องจริงสิ่งที่เจ้าหน้าทำกับคนไข้จนตายทำไหมไม่ออกมาอธิบายเวปช่วยปกปิดทำไหมขอคำอธิบายด้วยน่าสงสานประชาชนนะค่ะเจอจากรพ.ก้อหนักพอควรแล้วเรื่องจริงไม่ตายค่ะออกมารับผิดชอบหน่อยสิรพ.สิรินธรอยู่ดีๆใช้อำนาจมาลบรีวิวในเวปรึค่ะออกมาแสดงความรับผิดชอบหน่อยคุนพยาบาลชั้น8อ่ะค่ะอ่านแล้วคงกระทบอยากให้มาเปนทางคนเสียคนที่รักไปบ้าง,1
ได้เข้าไปแผนกฉุกเฉิน เนื่องจากวันเสาร์ ได้มีก้างปลาทิ่มที่คอ และมีเลือดออก ได้บริการปานกลาง เนื่องด้วยคนเยอะ รอคิวนานพอสมควร มีแพทย์ที่ตรวจอาการเพียงคนเดียว ในห้องฉุกเฉินดูวุ่นวาย แต่ไม่มาก ได้ยาฆ่าเชื้อมา แล้วหมอให้ดูอาการเนื่องจากหาก้างไม่เจอ ต้องรอวันจันทร์ ที่จะถึงถ้าไม่ดีขึ้นควรพบแพทย์เฉพาะทาง ทางแผนก หู คอ จมูก ปาก,3
"การบริการจากจุดเริ่มต้นไปจนถึงส่วนต่างๆ แย่ มาก ทั้งการพูดจาการให้ความรู้เหมือนไม่ใช่การที่เราไปรับการรักษาที่โรงพยาบาลเหมือนไปขออส่วนบุญมากกว่า โดยเฉพาะการประสานงานของแต่ละส่วนงานที่ไม่ตรวจสอบอย่างละเอียดให้แน่ชัดก่อนจะปฎิบัติงานขั้นต่อไป พนักงาน พยาบาล หรือ บุคลากร ไม่ค่อยอ่านรายละเอียดผู้ป่วยชอบใช้คำว่า ""นึกว่า"" คิดเอาเองทั้งๆที่มีรายละเอียดให้อ่าน ส่วนของแผนกการอนุมัติสิทธิ
บัตรทอง(ห้องเบอร์ 1) ของรพ.สิรินธรเขตประเวศ ให้บริการได้แย่ที่สุดเท่าที่เคยเจอกับงานบริการสังคม ทั้งการพูดจา กริยา การใช้หางตามอง คำพูดดูถูก หวังเป็นอย่างยิ่งกับการปรับปรุง อบรบ บุคลากรให้มีความรู้ความเข้าใจในการบริการ ร่วมทั้งการพูดจา กริยา ให้เหมาะสมกับชื่อของ รพ.",1
ไปพบแพทย์เนื่องจากมีของแข็งหล่นทับเท้าทำให้กระดูกนิ้วเท้าแตกเมื่อเข้ารักษาครั้งแรกไปที่แผนกอุบัติเหตุเนื่องจากเป็นโรงพยาบาลของรัฐที่มีผู้ป่วยเข้ารักษาตลอดทำให้ไม่ได้รับการรักษาที่เจาะจงนักแต่พยาบาลก็ดูแลเอาใจใส่ดีคะ หลังจากนั้นก็ย้ายไปรักษาที่ศัลยกรรมกระดูกนัดติดตามอาการเรื่อยๆ คะคุณหมอที่มารักษาก็เป็นคุณหมอเฉพาะทาง โชคดีที่ได้คุณหมอที่เก่งทำให้หาไวคะ ค่ารักษาเป็นเหมือนโรงพยาบาลของรัฐทั่วไปคะ ใครที่มีสิทธิก็สามารถเบิกได้ปกติ ถ้าจ่ายปกติค่ายาก็ไม่แพงคะ แต่ก็ต้องแลกกับจำนวนคนไข้ที่เยอะและต้องต่อคิวนาน และอาจไม่ได้รับการดูแลจากพยาบาลที่ดีนัก,4
พยาบาลแผนกสูตินรีเวชใจดี คอยแนะนำ,2
การบริการสถานที่บุคลากรทุกอย่างดีมากค่ะไแกี่ครั้งก็จะได้พบแต่รอยยิ้มน้อยการรักษาการติดตามของหมอประจำโรคที่เราต้องไปตามนัด,5
จำนวนคนไข้เยอะ ทรัพยากรหมอ นางพยาบาลไม่เพียงพอต่อคนไข้ รวมถึงเครื่องมือทางการแพทย์,3
คลอดที่่นี้ค่ะ ค้าใช้จ่ายก็okค่ะ,5
ถ้าเทียบกับ โรงพยาบาลเอกชนบางที่ที่สิรินธรก็ดีกว่านะ,3
"แม่บ้านที่นี่พูดจาแย่มาก """"""ฉีดอะไรกันนักหนา""""""พร้อมกับทำหน้าที่ที่ห่วยแตกมาก ปรับปรุงบ้างน่ะค่ะ คนเค้าต้องใช้ห้องน้ำ อย่าทำตัวใจแคบ เค้าจ้างคุนมาทำงานน่ะ",1
ก็ดีคะสะอาดดี,4
รอน่ะรอใด้!! แต่นานไปไหมคับคุนหมอ!!,1
หลานไม่สบายไข้ขึ้นสูงมากพยาบาลถามประวัฒซ้ำไปซ้ำมาว่าเวลาเท่าไหร่เด็กก็ตัวร้อนพยาบาลพูดจาก็แย่บอกให้เราดูนาฬิกาข้างฝาเวลาเท่าไหร่เราเลยตอบไปว่าเด็กชักคงไม่มีเวลานั่งดูนาฬิกาหรอกแย่จริงๆพวกพยาบาลเนี้ย(แย่มาก)เจอะเลือกก็เจอะหลายที่ไม่ตรงเส้นซะทีสรุปเรียนมาป่ะ,1
อยากทราบว่าผ่าคลอดค่าใช้จ่ายประมาณเท่าไหร่คะ,4
ไม่ไหวจริงๆ,2
ดีครับ,4
บริการห่วงได้ใจค่ะอุปกรณ์การแพทย์ก่ไม่ครบเฉื่อยชาไม่มีการจัดระบบระเบียบที่ดีค่ะ,1
ห่วยมาก,1
บริการดีนะคะ^____^ลูกชายไปประจำ,5
ไม่ประทับใจตั่งแต่แรกมาเลย เวชระเบียนบางคน พูดจาแย่ที่สุด ควรปรับปรุงด่วน,1
เป็นโรงพยาบาลที่เงียบวังเวงจริงๆ,3
ไปเยี่ยมลูกสาวคลอดลูกพยาบาลแผนกนี้แย่มากพูดไม่เพราะไม่สนใจคนไข้ทำอะไรก็เหมือนทำตามหน้าที่ไม่ใส่ใจ,1
เป็นโรงพยาบาลรัฐ การบริการพอใช้คะ,2
ดีครับถึงจะรอนานหน่อย,4
แนะนำว่าไม่จำเป็นก็อย่ามาที่นี่เลยจริงๆ บริการแย่ตั้งแต่ยามยันพยาบาล ถามว่ามีคนดีไหมมีนะ แต่น้อย,1
เห็นใจทุกฝ่ายเจ้าหน้าที่น้อยผู้ป่วยมากบางครั้งก็เจอเจ้าหน้าที่เมตตา,3
คุณหมอฟันใจดีมากคับ,5
ดีค่ะ..บริการดี ค่ารักษาก็สมราคา,4
รวมทั้งหมดคือแย่ผู้ช้วยชั้น5มันบอกไห้แม่ฉันไปนอนวัดดีก่าวมานอน รพ.เหี้ยคะ,1
ที่โรงบาล เค้าตรวจ หู ไหมครับปวดหูมากใครเคยไปตรวจ ช้วยบอกหร่อยนะครับ,3
ฮ่วย มาก,1
อยากทราบ #ราคาห้องพิเศษค่ะ และมีคนนอนเฝ้าได้กี่คนค่ะ.,5
พยาบาล หน้าตายิ้มแย้มดีค่ะ,2
แม่ง พาพ่อไปส่ง หายใจไม่ออก เป็นหอบ หมอรักษาให้อย่างดี OK ส่งห้องฉุกเฉิน พอ ค่ารักษา ค่ายา ใช้บัตร 30 บาท ไม่ได้ บอกว่า ไม่ได้ขึ้นกับที่นี่ ต้องไปต้นสังกัด แม่งอยู่คนละเขตเลย แม่งคงไม่เข้าใจ หรือเราไม่เข้าใจวะ ไปส่งต้นสังกัด คนป่วยหายใจไม่ออก ตายแน่ ตกลงว่า บัตร 30 บาท แม่งดีหรือไม่ดี รัฐ แม่งดีหรือชั่ววะ,5
บริการช้ามากๆ,2
ที่โรงพยาบาลมีเด้็กถูกทิ้งไหมค่ะอยากรับอุปการะเด็กหญิง แรกเกิด ถึงห้าหกเดือนถ้ามีขอความช่วยเหลือกรุณาติดต่อกลับด้วยนะค่ะ ขอบพระคุณค่ะ,5
ชื่อสัตย์จริงใจปลอดภัยทุกชีวิต ประสิทธิภาพบุคลากรเยี่ยม เปี่ยมด้วยคุณธรรมนำความเจริญสู่สถาบัน,1
แต่รอคิวนานมาก,5
แต่รอคิวนานมาก,5
เป็นกำลังใจให้พยาบาลและเจ้าหน้าที่ทุกคนนะคะ ยังมีคนเข้าใจพวกคุณค่ะ,5
บริการแย้มาก.....แค่ของยาแก้ปวดให้คนใข้ซึ้งเป็นหลานฉัน ทำใหมต้องพูดตะคอกด้วยค่ะ ทำใหมไม่พูดให้ดีมีเหตุผลค่ะ เข้าใจนะค่ะว่าเหนื่อยคนไข้เยอะ แต่งานของคุณ หน้าที่ของคุณ คุณต้องทำให้มันดีที่สุดสิค่ะ พูดเพื่อให้ปรับปรุงนะค่ะ ไม่ใช้ให้มานั้งโกดกัน สวัสดีค่ะ,1
ยอดแย่,1
พอใช้ได้น่ะ!,2
ขอเป็นกำลังใจให้ ทั้งคุณหมอ พยาบาล เจ้าหน้าที่ เห็นการทำงานรู้เลยว่าพวกคุณเหนื่อยมาก อย่างวันนี้ที่นั่งดู พยาบาลอายุรกรรมเคาน์เตอร์กลาง 1 คน ต้องรับผิดชอบคนไข้เป็นร้อย คนไข้บางคนก็เอาแต่ใจ พยาบาลเจ้าหน้าที่พูดให้ฟังก็ไม่ฟังแล้วไปว่าพยาบาลว่าพูดไม่ดี แต่เจ้าหน้าที่บางท่านก็ต้องปรับตัวน่ะค่ะ และไม่เข้าใจระบบ ว่าทำไมทางรัฐถึงไม่เพิ่มหมอและพยาบาลให้กับทางรพ. สู้ๆกันน่ะค่ะ คุณหมอ พยาบาล,4
บริการเป็นเลิศค่ะ,5
อย่างว่า,1
บรรยายไม่ออกคะ จุกคอ ถ้าคุณเลือกได้อย่ามาที่นี่เลยคะ นโยบายการบริหารที่นี่ ถูกแสดงออกจากบริการ ที่คุณได้รับจจากบุคคกรทุกแผนก อย่าใช้คำว่าเป็น รพ.รัฐ เพราะที่อื่นจะเสียหาย ใช้คำว่าเป็นสิรินธรคะ,1
ทำไมโรงพยาบาลเลือกที่จะปฎิเสธคนไข้ที่เกิดอุบัติโดนรถมอไซค์คนเมาชน จนแขนหักปากฉีกทั่งที่คนไข้ทำงานแถวนั้น และโรงพยาบาลแห่งนี้ก็เป็นโรงพยาบาลที่ใกล้ที่สุด แต่กลับไม่รับตัวคนไข้รักษา...มันหมายความว่างัย...,1
ก้อดีคัฟ.ดูแลคนไข้ดี..แต่อยากให้ตรวจคนไข้เต็มที่บ้างคัฟ..อย่างเป็นไข้หวัด.ไม่ตรวจเลย,5
บริการได้เห้มาก ให้เหี้ย5ดาวครับ นึกว่าโรงฆ่าสัตว์,1
ที่ผมให้5ดาวไม่ใช่ว่าจะดีนะ แม่งโคตรเหี้ยเลย ลูกชายผมคลอดที่โรงบาลสิรินธรแท้ๆแต่แม่งทำบัตรทองให้ที่ปิยะมินทร์เฉยเลยแล้วก็ไม่แจ้งสิทธิว่าใช้ได้ที่ไหน แล้วเวลาคลอดก็หมาไม่แดกเลย ห้องพักผู้ป่วยก็โคตรเฮงซวยเลย ญาติต้องเอาพัดลมไปเอง แย่มากๆเลย,5
ที่นี่ชอบแผนกทันตกรรมดีมากเลยครับ,5
อยากทราบอ่ะค่ะ ถ้าจะจองห้องพัก (vip หญิง)อ่ะค่ะ ต้องทำยังไงบ้างค่ะ คลอดประมานเดือนมกราคมอ่ะค่ะ,5
ทำไมพยาบาลซักประวัติบัตรทองพูดจาแย่จังเลยค่ะ คนที่มาใช้บริการก้อมีแต่ผู้สูงอายุ พูดจาไม่ดีเลย คนแก่เค้าหูไม่ดีตาไม่ดีคุณน่าจะพูดจาดีหน่อยนะค่ะ รู้สึกแย่คะ,1
วันนี้พาตามาหาหมอค่ะ หน้าห้อง ฉุกเฉน บริการแย่มากค่ะ พูดจาก้กวน บาทา .... ยิ่งพยาบาลนะ ถ้ามึงไม่เต็มใจบริการ ก้กลับบ้านไปซ๊ะ แค่เข็นรถเข็นคนป่วยทำอย่างกะ นิ้วจิ้มขี้ แร้วก้ไม่ใช่แค่ครั้งนี้ครั้งเดียวนะ หลายครั้งมาก ถ้าไม่เต็มใจบริการ ก้ออกไปเถอะค่ะ เปลือง เงินเดือน,1
ดีครับเพราะผมและครอบครัวมารักษาที่นี่ประจำครับ,5
เมื่อวานนี้ไปผ่าตัดคุณหมอและพยาบาลห้องผ่าตัดดีมากเลย,4
เริ่ดค่ะ,3
คุณหมอพูดจาดีคะ ใส่ใจคนไข้ พาพ่อไปตรวจทุก 2 เดือน ก็ตามมาตรฐานโรงพยาบาลรัฐบาล เรียกตรวจช้า จ่ายยาช้า แต่เพราะคนไข้เยอะก็ไปตามคิว. เห็นกำลังปรับปรุงระบบคะ. บรรยากาศรอบๆโรงพยาบาลก็ไม่อึดอัด มีเพลงร้องสดๆให้ฟังด้วยคะ...ขอบคุณคุณหมอที่ใส่ใจดูแลพ่อ โดยไม่แยกคนจน คนรวย..,4
ใครเคยคลอดที่นี่บ้าง อยากสอบถามค่ะ คือตอนนี้ฝากท้องที่อื่นยุแต่คิดว่าจะไปคลอด ที่นี่ อยากทราบว่าเราจะฝากท้องใหม่ควรกี่เดือนและจองห้องพิเศษห้อง ดีมั๊ย คุนหมอคนใหนใจดีและค่าฝากพิเศษคุนหมอเท่าไหร่ค่ะ,1
ไปตรวจสุภาพที่ไม่ตรวจมานานมาก,3
แย่หมอกับพยาบาล,1
โรงบาลใหญ่ซะป่าว กับไม่มีหมอมาดูคนไข้ คนไข้ไปหาหมอเช้า กว่าจะได้ตรวจสี่โมง,1
ไม่ควรมีคิวรถแท็กซีผู้มาใช้สามารถเรียกรถทึ่เข้ามาส่งได้เพรารถคิวเก่าสภาพไม่ดีนั่งถึงบ้านแอร์ยังไม่เย็นเลยคนขับสูบบุหรี่ก่อนขึ้นรถเหม็นมากรถไม่สะอาด แท๊กซีวางอำนาจถ้าเราไม่ขึ้นไปขึ้นรถที่เข้ามาส่งผู้โดยสาร,2
ยอเแย่,1
สะอาดดีนะ แอร์ตรงหน้าห้องฉุกเฉินเย็นมากก การให้บริการก้อดี,3
วันที่ 23 กุมภาพันธ์ 2558 เวลา 18.40 (แผนกอายุรกรรม) เจ้าหน้า : ถามฉันว่า เป็นอะไรมาค่ะ ฉัน : ปวดท้องค่ะ เจ้าหน้าที่ : ทำสีหน้าประมาณว่า ((แค่ปวดท้องเนี่ยนะ)) หัวเราะเล็กน้อย ฉัน : คิดในใจว่า ทำไม ปวดท้องแล้วมาโรงพยาบาลไม่ได้หรอ แล้วเค้าจะมีหมอไว้รักษาผู้ป่วยทำห่าไรค่ะ จริงมั้ย! เรื่องการบริการไม่ได้เรื่องเลย พูดจาก้อส่งเดช ไม่เต็มใจ บริการแบบนี้ไม่เหมาะกับคุณหรอก ไปขายบริการทางเพศเถอะค่ะ ถ้าพูดจาหมาๆ แบบนี้,5
ขอบอกว่าห่วยค่ะ ทั้งหมอ ทั้งพยาบาล เกือบจะทั้ง รพ อ่ะคะ พูดจาสุนัขไม้รับประทานจริงๆ ไม่อย่กไห้เลยสักดาวแต่ไม่กดมันก็คอมเม้นท์ไม่ได้อ่ะคะ 1ดาวนี่จำใจให้นะคะ,1
ขอขอบคุณ นพ.ไชยวัฒน์ อู่ตะเภา ที่ทำการรักษาดูแลผู้ป่วย ด้วยความใส่ใจจริงใจ เป็นกันเอง,5
วันนี้หมอนัดตรวจครรภ์ไม่ได้ฝากพิเศษแต่หมอก็พูดจาดี,1
อยากทราบว่าจะไปหาหมอตอนเย็น ต้องนัดคุณหมอล่วงหน้ามั้ยค่ะ ไม่อยากลางานเลยเน้นไปหาตอนเย็นค่ะ,3
