th_comment,en_comment,score
เคยพาคุณยาไปนำเศษเนื้ออกจากคอ บริการดีหมอมือเบาสุดๆ ค่าใช้จ่ายมีประกันรับคือดีครับที่จอดรถค่อนจ้างปานกลางไม่ถึงกับมากแต่ก็ไม่น้อย การเดินทาง็ไม่ค่อยลำบากเท่าไหร่ยิ่งในเวลาเร่งด่วนมีการดำเนินการให้ดีมากและมีการติดตามหลังการรักษาอาการจะทีมงานและคณะแพทย์ของ รพ. อีกด้วย ครับโดยรวมแล้วคือดีปานกลางติตรงที่พยาบาลนิดหน่แยเด้อ,"Do you ever take medication to bring the remnants of the breast collar. Good doctor gently around Insurance costs have been a good hire car park rather than the more moderate but certainly not least. The gait stalled rarely seemed much more at urgent action is very good and the follow-up after treatment of the staff and doctors of the hospital with it overall, is moderate criticism at the hospital. but the Golden Yan",5
เคยพาญาติไป บริการดีมากๆค่ะ คุณหมอเป็นกันเอง ไม่ดุ ไม่ทำให้เราเกร็งด้วยพยาบาลบางคนก็ดีค่ะ พูดดี ใจเย็น ถามอะไรก็ตอบ ไม่พูดจากระโชก โรงบาลมีมาตรฐานดีค่ะ แต่รอคิวนานนิดนึง แต่รวมๆถือว่าดี ถ้าใครจะไปแนะนำที่นี่เลยค่ะ สะดวก ห้องน้ำถือว่าใช้ได้เลยค่ะ แต่อาจจะหาที่จอดรถยากหน่อย เพราะเต็ม แต่บริการดีมาก ราคาปานกลางไม่แพงมาก,"Relatives had led to very good service. Doctor friendly does not make us feel tense, with some nurses say that it would not ask, calmly spoke Bantu. The hospital has a good standard But wait a bit But it is considered good If anyone is going to introduce here my bathroom is fine, too. It may be a little difficult because the parking is full, but the service is very good. Average prices are very affordable",4
โรงพยาบาลบริการดีมากๆค่ะ พยาบาลและคุณหมอเป็นกันเอง ใจดีมาก คอยให้คำแนะนำต่างๆดีมาก แถมคุณหมอผู้หญิงใจดีอีกด้วย ส่วนห้องรับยาและห้องจ่ายเงิน บริการรวดเร็วทันใจไม่ต้องรอคิวนานๆเลย ส่วนห้องน้ำมีกลิ่นนิดหน่อย แต่โดยรวมถือว่าโอเคค่ะ การเดินทางสะดวกทั้งรถยนต์และรถโดยสาร ส่วนตัวชื่นชอบโรงพยาบาลนี้ค่ะ และหากมีโอกาสก็จะกลับมาใช้บริการที่นี่อีก เพราะการบริการดีประทับใจ และคุณหมอก็ให้คำแนะนำต่างๆดีมากค่ะ,"Hospital service very good. Nurses and doctors are very kind, friendly and very good advise. You get a generous too. Includes drugs and money. Fast service did not have to wait long yet. The bathroom smells a little But overall it is okay. Convenient for both cars and buses. Private hospitals like this. And if there is a chance it will come back to dine here again. The good impression And the doctor was very good advice.",4
โรงพยาบาลก๊โอเครค่ะ แผนกสูตินารีไม่รอคิวนานหมอและพยาบาลอัธยาศัยโอเค สนใจคนไข้ดี วันนัดตรวจและเวลาก๊ดีค่ะ ฉีดวัคซีนและเช็คความก้าวหน้าของลูกน้อยก๊ดี การให้บริการไม่ช้ายืดหยาด คุณหมอที่ต้ออตรวจพัฒนาการและให้คำปรึกษาก๊มีหลายคนทำให้ไม่ช้าในการพบหมอ จัดสรรปันส่วนได้ดีทำให้ไม่เสียเวลา พยาบาลฉีดวัคซีนก๊มีอัธยาศัยดีรู้จักพูดหลอกล่อทำให้เด๊กไม่ร้องเวลาโดนเข็มฉีด,The gang's Hospital here. Obstetrical department is waiting for the doctors and nurses care for patients hospitable okay well check the date and time it well. Vaccinations and check the progress of the less well. Providing drop-shirts soon. You need to examine the developments and consulting with a lot of people do not make it to the doctor. Allocation was made not to waste time. Nurses vaccinated with a good-natured talk about cod makes batting a cry not for a needle injection.,5
"พยาบาลบริการไม่ดี  อธิบายแบบขอไปที

ฝ่ายการเงินค่อนข้างช้า รอคิวนาน

ที่จอดรถเต็มตลอดทุกที่แม้กระทั่งริมถนน
ทั้งๆที่มีพื้นที่มากมายภายในโรงพยาบาล  ควรนำมาปรับปรุงเป็นลานจอดรถเพื่อให้เพียงพอกับคนไข้ที่มารับการรักษา

คลีนิคนอกเวลาวันเสาร์ , อาทิตย์ มีที่จอดรถเหลือ แต่ต้องหมอ  รอคิวนานมาก  บางทีให้ไปหาหมอที่แผนกฉุกเฉิน  พอมีคนไข้ฉุกเฉินเข้ามาก็ต้องรออีกนานมาก

ห้องน้ำไม่ค่อยสะอาด.........","Nursing poor service Described as perfunctory

Financial somewhat slower long queues.

The car park is full all the time, even on the road.
In spite of the many areas within the hospital. Parking should be updated to meet the patients who come for treatment.

Clinic hours Saturday, Sunday, a car park, but I have to wait a very long time, perhaps, to go to the doctor at the emergency department. When a patient comes into the emergency would have to wait very long.

Bathroom not clean .........",2
โทรไปสอบถามค่ารักษาพยาบาล พูดจาแย่มาก เหมือนไม่ได้รับการอบรมการบริการ แย่ตั้งแต่สายแรก พูดจาขึ้นเสียงใส่อารม จนปลายสาย เราถามว่าค่ารักษาประมานเท่าไหร่ อันนี้บอกไม่ได้คือเข้าใจ แต่ถามเราว่าอันนี้จะเอาใบรับรองแพทย์หรือไม่สบายจริง เราก็บอกท้องเสียค่ะ  คือไร เราพูดก็พูดดีนะ แล้วบอกว่าคนไข้บอกหมอก็ได้ค่ะ ว่าไม่มีตังแต่พูดจากวนประสาท โทรไปละอารมเสียมากค่ะ ขอเลือกรพ.อื่นดีกว่า การใช้คำพูดคือไม่เหมาะกับงานบริการมากค่ะ ไม่รู้ว่าทำงานมานานหรือยัง ถึงใช้คำพูดแบบ แย่ๆ,"Ask the caller to talk an awful lot like medical bills have not been trained to serve. Since it first Speak up and voice your emotions until the end of the line, we ask that cost approximately how much. This saying is not understood. But we ask that this be a real doctor or discomfort. We were told that Basra is how we say it's good. He told the doctor that the patient was not. Since there was no mention of the nerve. Calls to the emotion that much. Ask your hospital over another. The use of the word is not suitable for very good service. That worked for it. To use bad words.",1
จะเลื่อนนัดฝากครรภ์แต่เบอที่ให้มันเป็นเบอใช้ไม่ได้หรืออาจจะเป็นเบอร์เก่าอ่ะคะ ใครรู้เบอร์แผนกฝากครรภ์บอกด้วยนะคะ พอดีติดธุระที่ตวจ. จริงๆ อยากจะโทรเลื่อนนัดมากๆ ใครรู้ตอบหน่อยนะคะเลื่อนัดหมอมาได้ 1 วันแล้วค่ะ เครียดจนนอนไม่ค่อยหลับกลัวหมอว่า เราไม่มีเบอร์จริงๆ ค้นหาในเน็ตเบอร์ก็โทรไม่ติด ช่วยด้วยนะคะ,"To postpone pregnancy, but it is at Burr Burr, unusable, or may be an old number there. Learning Whose antenatal department told me. It is engaged in exploration. I really wanted to call the move a lot. I know I do not move a doctor's appointment comes one day after it was stressed that doctors feared sleep. We do not really Numbers Call number search on the net, it does not help them.",3
ทำไหมต้องลบรีวิวคำวิจาร์การบริการของรพ.สิรินธรออกจากเวปอ่ะเรื่องจริงสิ่งที่เจ้าหน้าทำกับคนไข้จนตายทำไหมไม่ออกมาอธิบายเวปช่วยปกปิดทำไหมขอคำอธิบายด้วยน่าสงสานประชาชนนะค่ะเจอจากรพ.ก้อหนักพอควรแล้วเรื่องจริงไม่ตายค่ะออกมารับผิดชอบหน่อยสิรพ.สิรินธรอยู่ดีๆใช้อำนาจมาลบรีวิวในเวปรึค่ะออกมาแสดงความรับผิดชอบหน่อยคุนพยาบาลชั้น8อ่ะค่ะอ่านแล้วคงกระทบอยากให้มาเปนทางคนเสียคนที่รักไปบ้าง,Do I need to remove a review for Villa Jardin services hospital Sirindhorn of the Web's really what officials do with the patient until death do you not come out to explain the Web helped cover do I ask for an explanation of its purpose. weave the people I met from the hospital but heavy enough that it actually does die it out for a little fun hospital Sirindhorn is great power comes negative reviews on the Web did not come out the responsibilities bit Kun Hospital 8th floor. I'm still reading then ceases Each RTA wants to be the person that people who love to do.,1
ทำไหมต้องลบรีวิวคำวิจาร์การบริการของรพ.สิรินธรออกจากเวปอ่ะเรื่องจริงสิ่งที่เจ้าหน้าทำกับคนไข้จนตายทำไหมไม่ออกมาอธิบายเวปช่วยปกปิดทำไหมขอคำอธิบายด้วยน่าสงสานประชาชนนะค่ะเจอจากรพ.ก้อหนักพอควรแล้วเรื่องจริงไม่ตายค่ะออกมารับผิดชอบหน่อยสิรพ.สิรินธรอยู่ดีๆใช้อำนาจมาลบรีวิวในเวปรึค่ะออกมาแสดงความรับผิดชอบหน่อยคุนพยาบาลชั้น8อ่ะค่ะอ่านแล้วคงกระทบอยากให้มาเปนทางคนเสียคนที่รักไปบ้าง,Do I need to remove a review for Villa Jardin services hospital Sirindhorn of the Web's really what officials do with the patient until death do you not come out to explain the Web helped cover do I ask for an explanation of its purpose. weave the people I met from the hospital but heavy enough that it actually does die it out for a little fun hospital Sirindhorn is great power comes negative reviews on the Web did not come out the responsibilities bit Kun Hospital 8th floor. I'm still reading then ceases Each RTA wants to be the person that people who love to do.,1
ทำไหมต้องลบรีวิวคำวิจาร์การบริการของรพ.สิรินธรออกจากเวปอ่ะเรื่องจริงสิ่งที่เจ้าหน้าทำกับคนไข้จนตายทำไหมไม่ออกมาอธิบายเวปช่วยปกปิดทำไหมขอคำอธิบายด้วยน่าสงสานประชาชนนะค่ะเจอจากรพ.ก้อหนักพอควรแล้วเรื่องจริงไม่ตายค่ะออกมารับผิดชอบหน่อยสิรพ.สิรินธรอยู่ดีๆใช้อำนาจมาลบรีวิวในเวปรึค่ะออกมาแสดงความรับผิดชอบหน่อยคุนพยาบาลชั้น8อ่ะค่ะอ่านแล้วคงกระทบอยากให้มาเปนทางคนเสียคนที่รักไปบ้าง,Do I need to remove a review for Villa Jardin services hospital Sirindhorn of the Web's really what officials do with the patient until death do you not come out to explain the Web helped cover do I ask for an explanation of its purpose. weave the people I met from the hospital but heavy enough that it actually does die it out for a little fun hospital Sirindhorn is great power comes negative reviews on the Web did not come out the responsibilities bit Kun Hospital 8th floor. I'm still reading then ceases Each RTA wants to be the person that people who love to do.,1
ได้เข้าไปแผนกฉุกเฉิน เนื่องจากวันเสาร์ ได้มีก้างปลาทิ่มที่คอ และมีเลือดออก ได้บริการปานกลาง เนื่องด้วยคนเยอะ รอคิวนานพอสมควร มีแพทย์ที่ตรวจอาการเพียงคนเดียว ในห้องฉุกเฉินดูวุ่นวาย แต่ไม่มาก ได้ยาฆ่าเชื้อมา แล้วหมอให้ดูอาการเนื่องจากหาก้างไม่เจอ ต้องรอวันจันทร์ ที่จะถึงถ้าไม่ดีขึ้นควรพบแพทย์เฉพาะทาง ทางแผนก หู คอ จมูก ปาก,"Into the emergency department Due Saturday Have a stab to the neck bone And bleeding It offers moderately The crowded Average waiting time A doctor who examined the symptoms alone. In the chaotic emergency room, but not much has come disinfectant. Then see a doctor for symptoms because bone is not allowed. Wait Monday That is, if not better, seek immediate medical specialty of ENT department mouth.",3
"การบริการจากจุดเริ่มต้นไปจนถึงส่วนต่างๆ แย่ มาก ทั้งการพูดจาการให้ความรู้เหมือนไม่ใช่การที่เราไปรับการรักษาที่โรงพยาบาลเหมือนไปขออส่วนบุญมากกว่า โดยเฉพาะการประสานงานของแต่ละส่วนงานที่ไม่ตรวจสอบอย่างละเอียดให้แน่ชัดก่อนจะปฎิบัติงานขั้นต่อไป พนักงาน พยาบาล หรือ บุคลากร ไม่ค่อยอ่านรายละเอียดผู้ป่วยชอบใช้คำว่า ""นึกว่า"" คิดเอาเองทั้งๆที่มีรายละเอียดให้อ่าน ส่วนของแผนกการอนุมัติสิทธิ
บัตรทอง(ห้องเบอร์ 1) ของรพ.สิรินธรเขตประเวศ ให้บริการได้แย่ที่สุดเท่าที่เคยเจอกับงานบริการสังคม ทั้งการพูดจา กริยา การใช้หางตามอง คำพูดดูถูก หวังเป็นอย่างยิ่งกับการปรับปรุง อบรบ บุคลากรให้มีความรู้ความเข้าใจในการบริการ ร่วมทั้งการพูดจา กริยา ให้เหมาะสมกับชื่อของ รพ.","The service from the beginning to the very poor in the parlance of the knowledge that we are not to be treated at the same hospital to ask for more than merit. The coordination of each segment that does a thorough check to clear before the operation the next step nursing staff or personnel rarely read patients prefer to use the word ""think"" assume spite. details are to be read The department's approval rights
Gold (Room No. 1) of the hospital, Prawet Sirindhorn. Worst service ever encounter Social Services parlance as a verb to use the word as an insult tail look forward to updating a combat personnel to have a better understanding of the service. As well as being flattering verb to match the name of the hospital.",1
ไปพบแพทย์เนื่องจากมีของแข็งหล่นทับเท้าทำให้กระดูกนิ้วเท้าแตกเมื่อเข้ารักษาครั้งแรกไปที่แผนกอุบัติเหตุเนื่องจากเป็นโรงพยาบาลของรัฐที่มีผู้ป่วยเข้ารักษาตลอดทำให้ไม่ได้รับการรักษาที่เจาะจงนักแต่พยาบาลก็ดูแลเอาใจใส่ดีคะ หลังจากนั้นก็ย้ายไปรักษาที่ศัลยกรรมกระดูกนัดติดตามอาการเรื่อยๆ คะคุณหมอที่มารักษาก็เป็นคุณหมอเฉพาะทาง โชคดีที่ได้คุณหมอที่เก่งทำให้หาไวคะ ค่ารักษาเป็นเหมือนโรงพยาบาลของรัฐทั่วไปคะ ใครที่มีสิทธิก็สามารถเบิกได้ปกติ ถ้าจ่ายปกติค่ายาก็ไม่แพงคะ แต่ก็ต้องแลกกับจำนวนคนไข้ที่เยอะและต้องต่อคิวนาน และอาจไม่ได้รับการดูแลจากพยาบาลที่ดีนัก,"The doctor has a solid falling foot bones broken toe when he first treatment to a hospital due to an accident at the front of a patient to treat a specific cause is not treated at a hospital, but it is. good care Later he moved to the orthopedic treatment follow up strikes again. You have to treat it as a medical specialty. Fortunately, the doctors that I make for it. Maintain a general government hospital here. Who has the right to withdraw, it was normal. If the drug is not normally afford it. It comes with a lot of patients and the need to queue for long. And may not receive care from a nurse as well.",4
พยาบาลแผนกสูตินรีเวชใจดี คอยแนะนำ,Hospital obstetrics ward benevolent guides.,2
การบริการสถานที่บุคลากรทุกอย่างดีมากค่ะไแกี่ครั้งก็จะได้พบแต่รอยยิ้มน้อยการรักษาการติดตามของหมอประจำโรคที่เราต้องไปตามนัด,"The service staff is very good Aแ how many times it can but smile at keeping track of doctor appointments disease, we need to go.",5
จำนวนคนไข้เยอะ ทรัพยากรหมอ นางพยาบาลไม่เพียงพอต่อคนไข้ รวมถึงเครื่องมือทางการแพทย์,"The number of doctors, nurses, patients do not have enough resources to patients. Including medical equipment",3
คลอดที่่นี้ค่ะ ค้าใช้จ่ายก็okค่ะ,Born here The cost was not ok,5
ถ้าเทียบกับ โรงพยาบาลเอกชนบางที่ที่สิรินธรก็ดีกว่านะ,Compared to some of the private hospitals Sirindhorn better than that.,3
"แม่บ้านที่นี่พูดจาแย่มาก """"""ฉีดอะไรกันนักหนา""""""พร้อมกับทำหน้าที่ที่ห่วยแตกมาก ปรับปรุงบ้างน่ะค่ะ คนเค้าต้องใช้ห้องน้ำ อย่าทำตัวใจแคบ เค้าจ้างคุนมาทำงานน่ะ","Terrible things housekeeper here """" ""Injection worth it? '"" ""And to act is very pathetic. Improve on it People had to use bathroom Do not be narrow-minded He hired me to work Kun.",1
ก็ดีคะสะอาดดี,I like clean,4
รอน่ะรอใด้!! แต่นานไปไหมคับคุนหมอ!!,I can not wait !! But the longer I am away Kun Mo !!,1
หลานไม่สบายไข้ขึ้นสูงมากพยาบาลถามประวัฒซ้ำไปซ้ำมาว่าเวลาเท่าไหร่เด็กก็ตัวร้อนพยาบาลพูดจาก็แย่บอกให้เราดูนาฬิกาข้างฝาเวลาเท่าไหร่เราเลยตอบไปว่าเด็กชักคงไม่มีเวลานั่งดูนาฬิกาหรอกแย่จริงๆพวกพยาบาลเนี้ย(แย่มาก)เจอะเลือกก็เจอะหลายที่ไม่ตรงเส้นซะทีสรุปเรียนมาป่ะ,"Grandchildren ailing high fever, a nurse asked the culture over and over that time it's too hot nurses speak it badly, let us watch the wall much time we have responded to the children draw no time to sit and watch. I watch those awful hospital racism (very poor) to meet face many choices, it's not a straight line, but it was coming too.",1
อยากทราบว่าผ่าคลอดค่าใช้จ่ายประมาณเท่าไหร่คะ,That caesarean sections cost about that much.,4
ไม่ไหวจริงๆ,Not really,2
ดีครับ,good,4
บริการห่วงได้ใจค่ะอุปกรณ์การแพทย์ก่ไม่ครบเฉื่อยชาไม่มีการจัดระบบระเบียบที่ดีค่ะ,"I do not mind serving medical device, not a fully organized sloth no good.",1
ห่วยมาก,very poor,1
บริการดีนะคะ^____^ลูกชายไปประจำ,Service nice ^ ____ ^ son was stationed.,5
ไม่ประทับใจตั่งแต่แรกมาเลย เวชระเบียนบางคน พูดจาแย่ที่สุด ควรปรับปรุงด่วน,Not impressed at all in the first place. Some medical records Talk worst Should express,1
เป็นโรงพยาบาลที่เงียบวังเวงจริงๆ,The hospital is really quiet and lonely.,3
ไปเยี่ยมลูกสาวคลอดลูกพยาบาลแผนกนี้แย่มากพูดไม่เพราะไม่สนใจคนไข้ทำอะไรก็เหมือนทำตามหน้าที่ไม่ใส่ใจ,"Baby daughter visited the nursing department is very bad because I did not care, patients do not pay attention too dutiful.",1
เป็นโรงพยาบาลรัฐ การบริการพอใช้คะ,A state hospital The service is fairly good,2
ดีครับถึงจะรอนานหน่อย,Better to wait a little longer.,4
แนะนำว่าไม่จำเป็นก็อย่ามาที่นี่เลยจริงๆ บริการแย่ตั้งแต่ยามยันพยาบาล ถามว่ามีคนดีไหมมีนะ แต่น้อย,"That's not necessary, do not come here really. Poor service from guard against nurses Asked if there was a good, but a little.",1
เห็นใจทุกฝ่ายเจ้าหน้าที่น้อยผู้ป่วยมากบางครั้งก็เจอเจ้าหน้าที่เมตตา,"Little sympathy for all staff, patients sometimes come across very gracious staff.",3
คุณหมอฟันใจดีมากคับ,Your dentist what kind,5
ดีค่ะ..บริการดี ค่ารักษาก็สมราคา,Good.. Good service It cost money,4
รวมทั้งหมดคือแย่ผู้ช้วยชั้น5มันบอกไห้แม่ฉันไปนอนวัดดีก่าวมานอน รพ.เหี้ยคะ,"The total is worse Assistant 5th floor, it was probably good that I'm going to sleep a sleep hospital damn it.",1
ที่โรงบาล เค้าตรวจ หู ไหมครับปวดหูมากใครเคยไปตรวจ ช้วยบอกหร่อยนะครับ,"At the hospital examined my ears, ear pain so I had to check. Punching said bolt hole for me.",3
ฮ่วย มาก,very evening,1
อยากทราบ #ราคาห้องพิเศษค่ะ และมีคนนอนเฝ้าได้กี่คนค่ะ.,# When rates are not. And lay people have watched a few people.,5
พยาบาล หน้าตายิ้มแย้มดีค่ะ,Look good health good,2
แม่ง พาพ่อไปส่ง หายใจไม่ออก เป็นหอบ หมอรักษาให้อย่างดี OK ส่งห้องฉุกเฉิน พอ ค่ารักษา ค่ายา ใช้บัตร 30 บาท ไม่ได้ บอกว่า ไม่ได้ขึ้นกับที่นี่ ต้องไปต้นสังกัด แม่งอยู่คนละเขตเลย แม่งคงไม่เข้าใจ หรือเราไม่เข้าใจวะ ไปส่งต้นสังกัด คนป่วยหายใจไม่ออก ตายแน่ ตกลงว่า บัตร 30 บาท แม่งดีหรือไม่ดี รัฐ แม่งดีหรือชั่ววะ,"Take your mother to father choked gasp as a doctor treating OK well enough to send emergency room treatment for drug use 30 baht not to say that is not based here. To host Your mother is not the same Your mother would not understand Or we do not understand me To host Patients who die of suffocation agree that your mother a card for 30 baht good or bad, good or evil, fuck your mother state.",5
บริการช้ามากๆ,Very slow service,2
ที่โรงพยาบาลมีเด้็กถูกทิ้งไหมค่ะอยากรับอุปการะเด็กหญิง แรกเกิด ถึงห้าหกเดือนถ้ามีขอความช่วยเหลือกรุณาติดต่อกลับด้วยนะค่ะ ขอบพระคุณค่ะ,"The hospital has a child being left me wanting to sponsor a child from birth to six months, if a request for assistance, please contact with me, thank you.",5
ชื่อสัตย์จริงใจปลอดภัยทุกชีวิต ประสิทธิภาพบุคลากรเยี่ยม เปี่ยมด้วยคุณธรรมนำความเจริญสู่สถาบัน,Security guard sincere life Excellent staff performance Full of moral prosperity to the institution.,1
แต่รอคิวนานมาก,But waiting too long,5
แต่รอคิวนานมาก,But waiting too long,5
เป็นกำลังใจให้พยาบาลและเจ้าหน้าที่ทุกคนนะคะ ยังมีคนเข้าใจพวกคุณค่ะ,"Nurses and support staff, everyone. They also have to understand you.",5
บริการแย้มาก.....แค่ของยาแก้ปวดให้คนใข้ซึ้งเป็นหลานฉัน ทำใหมต้องพูดตะคอกด้วยค่ะ ทำใหมไม่พูดให้ดีมีเหตุผลค่ะ เข้าใจนะค่ะว่าเหนื่อยคนไข้เยอะ แต่งานของคุณ หน้าที่ของคุณ คุณต้องทำให้มันดีที่สุดสิค่ะ พูดเพื่อให้ปรับปรุงนะค่ะ ไม่ใช้ให้มานั้งโกดกัน สวัสดีค่ะ,"Terrible service ..... just of painkillers for someone who was the niece aided me. Making new to say, he snapped. Do not say that sex is good reason for it. I understand how tired the patient, but it's your job, your duty. You have to make it the best way. Speak to improve it Do not give up seats to Gode Hello.",1
ยอดแย่,worst,1
พอใช้ได้น่ะ!,I obtainable!,2
ขอเป็นกำลังใจให้ ทั้งคุณหมอ พยาบาล เจ้าหน้าที่ เห็นการทำงานรู้เลยว่าพวกคุณเหนื่อยมาก อย่างวันนี้ที่นั่งดู พยาบาลอายุรกรรมเคาน์เตอร์กลาง 1 คน ต้องรับผิดชอบคนไข้เป็นร้อย คนไข้บางคนก็เอาแต่ใจ พยาบาลเจ้าหน้าที่พูดให้ฟังก็ไม่ฟังแล้วไปว่าพยาบาลว่าพูดไม่ดี แต่เจ้าหน้าที่บางท่านก็ต้องปรับตัวน่ะค่ะ และไม่เข้าใจระบบ ว่าทำไมทางรัฐถึงไม่เพิ่มหมอและพยาบาลให้กับทางรพ. สู้ๆกันน่ะค่ะ คุณหมอ พยาบาล,"I am encouraged to see the doctor, nursing staff work know that you are very tired. The seat today Nursing counter medicine middle one person to be responsible for hundreds of patients. Some patients were wayward Hospital officials say they do not listen, then listen to the nurse that's not good. But some officials, it must adapt to him. And do not understand the system Why the state does not add up to the doctors and nurses to the hospital. You fight well, doctors, nurses.",4
บริการเป็นเลิศค่ะ,Service is excellent here,5
อย่างว่า,that,1
บรรยายไม่ออกคะ จุกคอ ถ้าคุณเลือกได้อย่ามาที่นี่เลยคะ นโยบายการบริหารที่นี่ ถูกแสดงออกจากบริการ ที่คุณได้รับจจากบุคคกรทุกแผนก อย่าใช้คำว่าเป็น รพ.รัฐ เพราะที่อื่นจะเสียหาย ใช้คำว่าเป็นสิรินธรคะ,Do not lecture Cork If you choose not to do it here. Management policy here Was expressed by service You get paid from the human resources department. Do not use words that hospital because the state is more corrupt. The word is not Sirindhorn.,1
ทำไมโรงพยาบาลเลือกที่จะปฎิเสธคนไข้ที่เกิดอุบัติโดนรถมอไซค์คนเมาชน จนแขนหักปากฉีกทั่งที่คนไข้ทำงานแถวนั้น และโรงพยาบาลแห่งนี้ก็เป็นโรงพยาบาลที่ใกล้ที่สุด แต่กลับไม่รับตัวคนไข้รักษา...มันหมายความว่างัย...,"Why the hospital chose to deny patients the car accident by a drunk motorcycle crash. The broken arm, tore both the patient work area. And this hospital is the nearest hospital. But do not treat patients ... It means that me and ...",1
ก้อดีคัฟ.ดูแลคนไข้ดี..แต่อยากให้ตรวจคนไข้เต็มที่บ้างคัฟ..อย่างเป็นไข้หวัด.ไม่ตรวจเลย,But good grinding. Good patient care.. I want you to be patient for some grinding.. Very cold. I did not check.,5
บริการได้เห้มาก ให้เหี้ย5ดาวครับ นึกว่าโรงฆ่าสัตว์,Service was very activists 5 stars I give a damn That slaughterhouse,1
ที่ผมให้5ดาวไม่ใช่ว่าจะดีนะ แม่งโคตรเหี้ยเลย ลูกชายผมคลอดที่โรงบาลสิรินธรแท้ๆแต่แม่งทำบัตรทองให้ที่ปิยะมินทร์เฉยเลยแล้วก็ไม่แจ้งสิทธิว่าใช้ได้ที่ไหน แล้วเวลาคลอดก็หมาไม่แดกเลย ห้องพักผู้ป่วยก็โคตรเฮงซวยเลย ญาติต้องเอาพัดลมไปเอง แย่มากๆเลย,I give it 5 stars is not that good. Your mother's fucking badass My son was born at the hospital Sirindhorn authentic but your mother made a golden ticket to the Piyamin it aside and did not notice that it was right to go. Then I was not born yet Riksdag. Patient rooms were utterly blasted it. Relative to fan out to their terrible yet.,5
ที่นี่ชอบแผนกทันตกรรมดีมากเลยครับ,"Here, like dental department very good.",5
อยากทราบอ่ะค่ะ ถ้าจะจองห้องพัก (vip หญิง)อ่ะค่ะ ต้องทำยังไงบ้างค่ะ คลอดประมานเดือนมกราคมอ่ะค่ะ,"I do not know If you are booking (vip woman), but I do not though. Birth approximately January there.",5
ทำไมพยาบาลซักประวัติบัตรทองพูดจาแย่จังเลยค่ะ คนที่มาใช้บริการก้อมีแต่ผู้สูงอายุ พูดจาไม่ดีเลย คนแก่เค้าหูไม่ดีตาไม่ดีคุณน่าจะพูดจาดีหน่อยนะค่ะ รู้สึกแย่คะ,"Why Gold medical history talk bad to me. People who use the service, but it is the elderly. I do not speak good People have eyes, ears, bad, bad, you are flattering little sick too.",1
วันนี้พาตามาหาหมอค่ะ หน้าห้อง ฉุกเฉน บริการแย่มากค่ะ พูดจาก้กวน บาทา .... ยิ่งพยาบาลนะ ถ้ามึงไม่เต็มใจบริการ ก้กลับบ้านไปซ๊ะ แค่เข็นรถเข็นคนป่วยทำอย่างกะ นิ้วจิ้มขี้ แร้วก้ไม่ใช่แค่ครั้งนี้ครั้งเดียวนะ หลายครั้งมาก ถ้าไม่เต็มใจบริการ ก้ออกไปเถอะค่ะ เปลือง เงินเดือน,"This led to an eye doctor, emergency room Pages Only the terrible service I'm talking Bata's Hospital .... even if you are not willing service. Go back home Just trolley sick made me dip my finger trap'm not just this once, but many times if reluctantly services. It's going to cost me my salary.",1
ดีครับเพราะผมและครอบครัวมารักษาที่นี่ประจำครับ,My family and I came here for my treatment.,5
เมื่อวานนี้ไปผ่าตัดคุณหมอและพยาบาลห้องผ่าตัดดีมากเลย,Yesterday doctors and nurses to surgical operating room is very good.,4
เริ่ดค่ะ,I started to,3
คุณหมอพูดจาดีคะ ใส่ใจคนไข้ พาพ่อไปตรวจทุก 2 เดือน ก็ตามมาตรฐานโรงพยาบาลรัฐบาล เรียกตรวจช้า จ่ายยาช้า แต่เพราะคนไข้เยอะก็ไปตามคิว. เห็นกำลังปรับปรุงระบบคะ. บรรยากาศรอบๆโรงพยาบาลก็ไม่อึดอัด มีเพลงร้องสดๆให้ฟังด้วยคะ...ขอบคุณคุณหมอที่ใส่ใจดูแลพ่อ โดยไม่แยกคนจน คนรวย..,"You speak good father to take care of patients given standard inspection every two months to review the hospital dispensary slow slow, but I was patient because the queues. I am seeing improvement. The atmosphere at the hospital was not uncomfortable. Listen live to sing a song with me ... thank you doctor who cared for his father. Without separating rich and poor ..",4
ใครเคยคลอดที่นี่บ้าง อยากสอบถามค่ะ คือตอนนี้ฝากท้องที่อื่นยุแต่คิดว่าจะไปคลอด ที่นี่ อยากทราบว่าเราจะฝากท้องใหม่ควรกี่เดือนและจองห้องพิเศษห้อง ดีมั๊ย คุนหมอคนใหนใจดีและค่าฝากพิเศษคุนหมอเท่าไหร่ค่ะ,"What are some of birth You ask me It is now ฝaktgag another offseason, but thought to be born here, I know we will ฝaktgag should the new few months and book a great room, nice Kun doctor to the kind and value of deposits allowed the doctor does not.",1
ไปตรวจสุภาพที่ไม่ตรวจมานานมาก,The health inspector is not very long.,3
แย่หมอกับพยาบาล,"Poor doctor, nurse",1
โรงบาลใหญ่ซะป่าว กับไม่มีหมอมาดูคนไข้ คนไข้ไปหาหมอเช้า กว่าจะได้ตรวจสี่โมง,I am a big hospital With no doctors to see patients Patients go to the doctor early It has four inspectors,1
