th_comment,en_comment,score
ชื่นชอบพญาบาลบริการดีค่ะ แต่รอนานไปหน่อยช่วงพบหมอ,Paya favorite service good governance. But wait a little longer to find a doctor.,4
สถานที่การรักษาคนไข้เยอะมากที่สุด,Places to treat patients much more.,5
รักษาดีมากๆสมกับราคา,Maintaining good money.,5
ดีมากทุกอย่าง,Everything is great,5
อาจารย์หมอที่นี่เก่งเชี่ยวชาญเฉพาะทางจริงๆค่ะ,Dr. teachers here are really smart specialization.,5
คุงหมอ ธาราพงษ์ ประจงค์กิจ แพทย์เด็ก เป็นแพทย์ที่ดีที่สุดในสามโลก ให้คำปรึกษาในการเลี้ยงและดูแลลูก เข้าใจหัวอกพ่อแม่ รักษาก็ดี มารยาทก็ดี ไม่เหมือนคุงหมอบ้างคนเห็นพ่อแม่เด็กยังวัยรุ่นอยู่ก็พูดจาด้วยไม่ดี แต่ถ้าพ่อแม่เด็กที่มีอายุจะพูดจาดีกว่า เลือกปฎิบัติ สุดท้าย ถ้ารพ.ศิริราชมีคุงหมอเหมือน หมอธาราพงษ์ ประจงค์กิจ จะดึมากค่ะ,"Dr. Tara Prahg kun Lt. Mike works as a physician's best medical in the world. Consulting on raising and caring for children. I rallied my parents treat me like good manners kun, some doctors see young parents to talk with teens, it is not good. But if the parents speak to children older than alternative approach if the hospital has Siriraj kun doctors like Dr. Tara Lt. Mike Prahg mission to Dusseldorf much.",5
กำลัวเขัารับการรักษานิ้วล็อกอยู่ ติดตามอาการอยู่ค่ะ,Are admitted fingers locked. Follow signs on it,4
พยาบาลห้องเจาะเลือด 2 ตึกเจ้าฟ้า พูดจาไม่ดีเลยค่ะ ทำหน้าตากวนตีนด้วย มารักษานี่เสียเงินน่ะค่ะไม่ได้มาฟรี !!!!!,"Hospital Building 2, Room Blood Prince themselves well to me. He made a stir by foot To treat this waste of money, but it does not come for free !!!!!",1
สงสัยค่ะว่า เป็นเอกชนหรือรัฐบาล คะ และรักษาโรคไรบ้าง จะใช้บริการได้อย่างไร,"I wonder whether the government or private, and it does not cure the disease. To use services?",2
คุณหมอดูแลดีค่ะ,You take good,1
ไม่เคยใช้บริการค่ะ..แต่ถ้าศิริราชล่ะก็เยี่ยม,Never use it.. But if it was visited Siriraj.,5
หากใครพอมีกำลังทรัพย์อยากให้มารักษากันที่นี่ให้เยอะๆนะคะ เพราะจะได้เป็นการช่วยเหลือโรงพยาบาลศิริราชอีกทางหนึ่ง ส่วนตัวเองตอนนี้ก็รักษาอยู่ที่โรงพยาบาลศิริราชปิยมหาราชการุณย์เหมือนกันคะ บอกได้เลยคะว่าบริการดีมากคุณหมอก็เก่งมากและใจดีด้วยคะ มามีส่วนร่วมเป็นผู้ให้กันนะคะ,If you want to have enough funds to maintain it at a lot of them. It will help the hospital the other one. Now it's your own treatment at a hospital commemoration compassion as well. Told me that the doctor was very good and very generous with me. Took part as a well.,5
ไม่สบายมาตรวจปวดท้องมาเจ้าที่แจ้งผู้ป่วยให้เดินลงไปเอารถเข็นที่ชั้นลงบริการแย่มาก,"Come, ye can not stomach that informs the patient to walk into a shopping cart down the floor, terrible service.",1
วันที่ 21 /7/57 เพิ่งไปครั้งแรกไม่รู้อะรัยเลย เปนสิทธิประกันสังคม คณะแพทย์ พูดดีกับคนไข้ ให้คำปรึกษาดีมาก แต่พนักงานที่เรียกวัดความดัน พูดไม่เพราะ ตะคอกใส่,Day 21 / 7/57 just the first time I did not know anything yet. Be entitled to social security doctors talk with patients. Counseling is great But staff say the pressure is not snapped.,5
วันนี้โทรติดต่อเจ้าหน้าที่ของโรงพยาบาลเพื่อทำการนัดหมายให้กับคนไข้ แต่ตารางคุณหมอเต็มไป 2 เดือน ขอให้คำแนะนำเพิ่มได้มัยคะ เนื่องจากบางครั้งการจองเวลาคุณหมอเต็ม แต่สุดท้ายคนไข้มีการ cancel แล้วคิวคุณหมอว่าง จะดีกว่าไหมคะ ให้มีบริการแจ้งกลับผู้ที่ต้องการพบคุณหมอ หรือ Waiting List โทรกลับหาคนไข้รายที่อยู่ใน List เป็น 1 ในการบริการที่บำรุงราษฎร์มี ข้อดี คือ คนไข้ได้พบคุณหมอ จัดเวลาได้ง่ายขึ้น เพราะบางท่านมีตารางที่แน่น อาจจะไม่ตรงกับคุณหมอ แล้วจะนัดรักษาได้อย่างไร รบกวนแก้ไขด้วยคะ แม้คำพูดของเจ้าหน้าที่จะสุภาพ แต่กลับทำให้รู้สึกว่าทำไมถึงไม่แคร์คนไข้กันเลยคะ แก้ไขด่วนเลยนะคะ เพราะดีใจที่มีโรงพยาบาล concept ดี ๆ แบบนี้ แต่ถ้าปรับปรุงตรงนี้ ทางโรงพยาบาลก็ยังรักษาลูกค้าไว้ได้คะ ขอบคุณคะ,"Call today to make an appointment for hospital staff and patients. But you have to schedule two months, we advise adding a mule. Because sometimes you have booked full. But patients have to cancel your doctor and then queue is empty. It's better like? Provides notification services to those who need the doctor to call back, or Waiting List to List 1 patient in the hospital service has the advantage of the patient's doctor. The time easier Because some of you have a tight schedule. May not coincide with your doctor. I will treat them? Edit interfere with it Even the words of the staff to be courteous. But it makes sense as to why patients do not care do it. Quick fixes do it I am glad that the hospital has a good concept like this, but if this update. The hospital also has retention Thank you.",3
เป็นที่นิยม,Popular,4
ดีๆๆๆ ค่ะ อยากเขิญชวนกันมาบริจาคเลือด เป้นสิ่งที่ดี เพื่อคนอื่น และ ตนเองงงว,I do not want to embarrassed problems Let's donate blood. Just what is good for others and themselves were puzzled.,5
เป็นโรงพยาบาลที่ดีเยี่ยมมากจริงๆบริการดีต้อนรับเยี่ยมพูดจาไพเราะแต่ก็มีบ้างจุดที่ยังพูดไม่ดีสถานที่สะอาดโดยรวมยอดเยี่ยมค่ะ!!,"The hospital is really excellent, very good service, great eloquence welcome, but there are some points that can not speak good clean place overall great too !!",5
ดูแลดีมากค่ะ ญาติมารักษาที่นี่ คุณหมอเก่ง และบริการของทุกแผนกที่เราได้สัมผัสมา โดยรวมบริการดีมากค่ะ ชื่นชมเลย^^,"Very good care of relatives and good treatment at the doctor's service department, we have come to enjoy. Overall very good service I appreciate it ^^.",5
เจ้าหน้าบางคนก็ดีนะคะ แต่!!กับบางคนสิ คุณไม่มีใจบริการเลยคะ สำรวจตัวคุณด้วยนะคะ อธิบายให้ญาติเข้าใจ กับระเบียงของ รพ.คุณ ไม่ใช่พูดไม่คิดแบบนี้,"Some officials, but it But with some fun !! You do not mind serving it? Explore yourself with it He explained to relatives The terrace of the hospital, you do not think about this.",5
ดีเยี่ยมทุกอย่าง สมราคา,Excellent everything for money,5
ใครจะรู้ ว่าต้องจองห้องพัก ก่อนรักษา ถ้าไม่บอกอะค่ะ ไม่ได้ป่วยเป็นอาชีพ,Who knew that a reservation before treatment if you do not tell me. Do not get sick as a career,2
มาหาหมอที่นี่สองครั้ง ประทับใจทุกด้าน การให้บริการไม่ต่างจาก รพ.เอกชนอื่นๆ ทั่วไป ^ - ^,Came here twice. Impressive all sides The service is no different from Hospital and private general ^ - ^.,5
ที่นั่งไม่พอ ยืนเมื่อย เจ้าหน้าที่น่ารัก จบปื้ง,Not enough seats on the official standing cute finish the word.,5
ข้อดีหลายๆอย่างข้อเสียคือคนเยอะมากหาที่จอดรถลำบากหน่อยถ้ามาถึงสาย,Several advantages downside is the parking lot for a little difficult if you arrive late.,5
ระบบดีมาก,Very good system,5
ดีมากๆ,Good,5
คุณหมอพยาบาลทุกท่านน่ารักมากค่ะ,"Your doctor, nurse, all very lovely.",3
เยี่ยมมากๆๆๆๆ,Very soon,5
ดีคะแต่แพงไปหนอ่ย,"Good, but not to the plot.",3
เจ้าหน้าที่ทุกท่านบริการดีมากค่ะ,All staff service very good.,5
สถานที่โอ่โถงมีบริการครบวงจร ดีที่สุดย่านฝั่งธนฯครับ,The fridge has a full range of services. Best Thonburi district here.,5
บริการและการรักษาดีมากๆ,Services and treatments very well.,5
ดีมากครับ บริการดี ทุกจุดที่ให้บริการ ผู้มาใช้บริการไม่แออัด ค่าใช้จ่ายไม่แพง สรุปถูกใจมากๆ เสียดายเพิ่งทราบว่ามีโรงพยาบาล. ที่รักษาในลักษณะบริการอย่างนี้,Very good service at every point of service. Service users is not crowded The cost is not expensive The very pleasant Just know that there's a hospital. The treatment in this service.,3
เต็มค่ะ เต็ม เต็ม อ.หมอคิวเต็มค่ะ เต็ม ได้โปรดการุณย์เถอะ เต็มค่ะ.เต็ม.#,"Full full full of it. I have a full queue is full, please let compassion. Full here. Full. #",2
ผมอยากรู้ว่าถ้าผ่าเข่าจะใช้เงินประมาณเท่าไรคับ,I want to know if he will use the money to operate much about it.,5
ระบบการจัดการแย่มาก มีนัดหมอบ่าย 3โมง 6โมงยังไม่ได้ตรวจเลย และยังให้รอต่อไปเรื่อยๆบอกว่ายังไม่ถึงคิว แล้วจะนัดทำไมคะ,"Poor management has a doctor's appointment 3 pm to 6 pm, has not been reviewed yet. And still continue to wait indefinitely, saying that did not reach the queue. It strikes me why",1
รพ ของรัฐ เมื่อเทียบกับเอกชนแล้วขอหมอและพยาบาลมีใจรักคนไข้เช่นเอกชนจะดีมาก,"Compared with private hospitals of the state, then ask the doctors and nurses patriotic as private patients are very good.",4
เจ้าหน้าที่ทุกๆคนที่ศิริราช ให้บริการและเอาใจใส่คนไข้ทุกคน เป็นอย่างดีด้วยใจ เอาไปเลย5ดาว,Every staff person at Siriraj Service and attention to every patient. With a mind to take it 5 stars.,5
เป็นธรรมดาของโรงบาลทุกโรคบาลนั้นและจ้า,Is a common disease of all hospital personnel and bright.,5
เยี่ยมจริงๆ,really,5
มาพบม่าม้า ท่านมาผ่าเข่า มากายภาพบำบัด ที่นี่ห้องพักa แพทย พยาบาล ดี,"Find your mama's knee surgery. the rehab This room nurse, a doctor well.",4
มาพบม่าม้า ท่านมาผ่าเข่า มากายภาพบำบัด ที่นี่ห้องพักa แพทย พยาบาล ดี,"Find your mama's knee surgery. the rehab This room nurse, a doctor well.",4
ผมเคย..บริจาคร่างกายไว้กับทาง ร.พ เมื่อสิบกว่าปีที่แล้ว ทาง ร.พ มีบัตรแผ่นเล็กๆ..ไว้ให้ผม.มีเบอร์โทรติดต่อ..กับทาง ร.พ แต่ตอนนี้เบอร์ที่ให้มามันติดต่อไม่ได้แล้ว..ผมต้องทำยังไงคับ...ช่วยตอบกลับผมด้วยคับ..ขอบคุณคับ,"I've.. Body donated it to the shop. About ten years ago, the Royal Navy. The cards are small plates.. To me. There is a telephone number.. The process. May I now call on them. it can not be contacted, then.. I do not know ... help me with my back.. thanks.",4
หมอเก่งมากครับ,I am very,5
เป็นโรงบาลที่ดีที่สุดอีกหนึ่งแห่งของประเทศไทย,As one of the best hospitals in Thailand.,5
ค่าที่จอดรถแพงไป นอกนั้นดีทุกอย่าง,Parking is expensive Then everything,4
ผมพาภรรยาไปรักษาก็ ดีนะครับ,I took my wife to treatment was good.,4
ขอบคุณอาจารย์หมอ ธีรวิทย์ พันธ์ชัยเพ็ชร และทีมแพทย์พยาบาลทุกๆท่านด้วยครับน่ารักและเป็นกันเองทุกคน ทั้งการรักษา และคำแนะนำทุกๆอย่างที่ดี ขอบคุณจากใจครับ,Thanks to Professor Dr. Sci Federation President Mr. Petch. Team doctors and nurses with everyone lovely and friendly all the treatments and everything good advice. Thank You's,5
ถูกมากๆ,Was very,5
เรียกว่าเป็นสถานที่ที่มีความหมายกับชีวิตผมอีกหนึ่งที่ครับ ขอขอบคุณ ทีมแพทและ อาจารย์นายแพท สมชายมากๆรับที่ผ่าตัดผมให้มีชีวิตอยู่มาได้ถึง28ปีจากวันนั้นถึงวันนี้ไม่เคยลืมครับ,"Known as a place that has meaning to my life, one that I would like to thank Pat and Pat's teacher. John surgery so that I get to live for up to 28 years from that day to this I have never forgotten.",5
สถานที่ดูดี หรูหรา สะอาดเป็นระเบียบมาก ให้บริการดีประทับใจมากค่ะ น่าไปใช้บริการอีกถ้ามีโอกาส,"Things look good, very elegant, clean and tidy. It offers very good impression Likely to use the service again if given the chance.",5
รพ นี้ดีมากดูแลผู้ป่วยได้ดีทั้วคุณหมอและพยาบาล ประทับใจมากคะ,"Hospital care is very good, they're doctors and nurses. Very good",5
พาลูกสาวมารักษาโรคหัวใจเหมือนกันค่ะ,Take Your Daughter to treat heart disease as well.,4
ได้ดั่งใจเลยครับ,I wish I,5
โรงพยาบาลศิริราชปิยมหาราชการุณย์เป็นโรงพยาบางที่ใหญ่และทันสมัยมาก เทคโนโลยีนำสมัย,"Siriraj Hospital, Chulalongkorn Hospital is a pity that some of the larger and more modern. art technology",5
เป็น รพ .. ในรูปแบบเอกชนแห่งใหม่ ในย่านฝั่งธน มีสิ่ง อำนวยความสะดวก ครบวงจร หรูหรา นึกว่า โรงแรม 5 ดาว เลยค่ะ,A private hospital .. in the form of a new constitution in the facilities of a full range of luxury 5-star hotel that reminds me.,5
เป็น ร พ ที่เครืองมือทันสมัยมาก แต่ก็แพงมากด้วย,The point is that the machine is very modern. It is very expensive with,2
เชื่อมั่นในการดูแลรักษาของคณะแพทย์และพยาบาลขอบคุณมากน่ะค่ะ,"Confidence in the care of doctors and nurses, thank you very much.",5
เยี่ยมมาก,great!,5
ดีมากเพราะเกิดที่นั่นดีมากมากเลย,Is great because there was very good too.,5
เป็นโรงพยาบาลทางการแพทย์ที่เป็นเลิศ ที่มีคนศรัธามากที่สุดในประเทศไทย (เป็นโรงพยาบาลเอกซนของรัฐ),Hospital medical excellence. Saranya has the most faith in. (The Hospital of the puck).,5
เป็นโรงพยาบาลที่ดีมากคะ เคยเข้ารับการผ่าตัดก้อนเนื้อที่เท้า ได้ คุณหมอศัลยกรรมระดับอาจารย์แพทย์ คุณหมอ ธีรยุทธ กนกรัตนา คุณหมอเก่ง สุภาพ ตอบทุกคำถามที่เราสงสัย มีอยู่ครั้งนึงเราโทรไปปรึกษาเรื่องแผลผ่าตัด คุณหมอก็ใจดีโทรกลับมาหาเรา ทั้งๆที่มีคนไข้รอตรวจกับคุณหมอหลายคน ขอชื่นชมในความเอาใจใส่ ดูแล และไม่ละเลยความรู้สึกของคนไข้ ระหว่างที่รักษาแผลผ่าตัดคุณหมอก็พูดให้กำลังใจเราตลอด รู้สึกประทับใจมากค่ะ ขอบคุณคุณหมอที่เข้ามาช่วยดูแลในช่วงเวลาที่ต้องลำบากที่สุดช่วงหนึ่งของชีวิตค่ะ,"The hospital is very good. He had surgery to have a lump in your feet, doctor's surgery, a medical professor Dr. Teerayut birds Ratana Dr. Wally politely answered every question we suspect. One time we call to discuss surgery. Your doctor is going to call us back. In spite of many patients waiting for a doctor. I appreciate the attention and care not ignore the feelings of the patient. During the surgery, doctors said wounds to cheer us all. I was very impressed Thank you doctor to help in times of need during the most difficult of my life.",5
บริการดีน่าประทับใจที่สุดค่ะ. '),"Good service, impressive as possible. ')",5
การบริการของทั้งหมอและพยาบาลยังแย่มากค่ะ ขาด service mind อย่างมาก ทั้ง ๆ ที่ราคาแพงพอ ๆ กับเอกชนแล้ว แต่การบริการของพนักงานยังทำตัวเหมือนราชการอยู่อีก ช่วฝึกอบรมพนักงานด้วยนะคะ เสียเงินไม่เท่าไหร่แต่เสียความรู้สึกนี่สิคะ,"The services of these doctors and nurses are very good despite the lack of service mind extremely expensive, as well as private, but the service is still acting like a governor on the other. Help train staff too. Not much money, but I feel bad here.",1
ไปหลายครั้ง ติดต่อเกือบทุกเดือน ประทับใจมาก การบริการ คำแนะนำ แม้แต่ คุนหมอ ให้คำปรึกษาแระรักษาดี ตรงกับที่เรามีอาการ. สะอาด ทุกอย่าง ประทับใจคะ,Several times every month even more impressive service instructions Kun doctor consultation Carboniferous treatment. Then we have. Clean everything impressed me,5
"ช้ามากๆๆๆๆมากถึงมากที่สุดเลยค่ะ ไม่ว่าระบบใหม่หรือเก่า คนไข้รอจนหายป่วยแล้วกลับบ้านเองได้แล้วค่ะ...บางทีนัดเวลาแล้ว ก็ต้องรอเกินกว่า 2 ชม. ทั้งที่นัดเวลาเอาไว้แล้ว เจอหมอจริงๆแค่ 3 นาที มานั่งรอจ่ายเงินรับยาอีก 1 ชม. ++,,,,,,,,ทำอย่างไรให้รวดเร็วขึ้นได้ไหมคะ สุขภาพเรื่องสำคัญ ความเจ็บป่วยควรได้รับ response ที่ไวที่สุดค่พ","Very little to very good. Whether new or old, Wait until the patient is cured, then home to me ... maybe it is time for an appointment. You have to wait more than two hours. The whole time I have. I really just want to sit and wait 3 minutes paying patients for 1 hour faster ++ ,,,,,,,, do not like. Health matters Illness should be the most sensitive response ITD.",2
ห่วยมาก คนจนไม่มีสิทธิ์เลยเตียงนอนก้ไม่มีทำเหมือนคนไข้อนาถา,"Poor very poor do not have the right bed, I do not like homeless patients.",1
ได้ไปรับการรักษาออร์โธปิดิกส์ ของคณะแพทยศาสตร์ ศิริราชพยาบาล มา ขอบอกว่าประทับใจทั้งคุณหมอและพยาบาลมากๆค่ะ,To be treated Orthopedic Bendix. Faculty of Medicine Siriraj Hospital to tell you how impressed the doctors and nurses very much.,5
บริการดีมาก คุณหมอก็ระดับอาจารย์,Service very good doctor was a master.,5
ได้ไปทำการตรวจเมื่อวาน15 กย 2557 ประทับใจในคุณภาพและการบริการของที่นี่ ไปทำการตรวจคลื่นไฟฟ้าหัวใจ เอ๊กซเรย์ปอด เดินบนสายพานเพื่อเช็คการเต้นหัวใจและหลอดเลือดหัวใจ ราคาสมเหตุสมผล ไม่แพงอย่างที่คิด พยาบาลดูแลดีพูดจาดี คุณหมอใจดี ตัวโรงพยาบาลทันสมัยมาก ไปทำบัตรครั้งแรกจะมีนางพยาบาลมาถามอาการที่ เราเป็นก่อนจะวินิจฉัยขั้นต้้นก่อนแล้วถึงจะพอไปพบแพทย์ สิ่งอำนวยความสะดวกในโรงพยาบาลครบครัน มีร้านอาหาร ส่วนตัวให้5ดาว สำหรับที่นี่ ขอให้รักษาคุณภาพการให้บริการทุกอย่างให้คงเดิมแบบนี้ตลอดไปนะคะ,"To check on 15 Sep 2557 with the quality and service here. To conduct X-ray, ECG, lung Walk on the belt to check the heart and coronary arteries. reasonable prices Do not expensive as you think Good nursing care doctor flattering kind, a very modern hospital. The first card to be a nurse to ask symptoms. We are the first diagnostic step is then to be enough to see a doctor. Facilities in hospital facilities, a restaurant, a private 5-star here to maintain service quality, everything remained the same this time too.",5
พยาบาลนิสัยไม่โอเคเลยอะ. เห็นพยาบาลเดินมา2คน แบบยิ้มแย้ม พอบอกว่าขอโทษนะคะ ห้องนี้ไปทางไหนคะ เท่านั้นแหละ ชักสีหน้า แล้วทำท่าไม่พอใจ ละบอกนู่น ละก้เดินไป คือไม่ไหวอะ,Okay I do not care habits. The nurse walked two smiling man enough to say I'm sorry. This is not the only thing that seizures look unfavorably at least I went over there told me it is not.,2
รบกวนปรึกษาการตรวจคัดกรองเด็กที่มีความบกพร่องด้านการเรียนรู้และพฤติกรรมก้าวร้าว สมาธิสั้น อยากจะนำเด็กที่มีปัญหามาคัดกรองที่โรงพยาลต้องติดต่อฝ่ายไหนค่ะ,"Noise Advisory screening children with disabilities to learn and aggressive behavior, ADHD would bring children who have been screened at Pial want to contact me here.",5
การบริการและการเอาใจใส่คนไข้ดีมาก แต่ราคาก้อแพงนิดนึง^^,The service is attentive and very patient. But it is a bit ^^.,4
สถานทีดูดีมากเรย,Things look very good race.,1
บริการดีน่ะค่าพอดีไปรักษาที่นี้ตลอด,It's good value at this time to maintain.,4
ดีที่สุดค่ะ,My best,5
บรีการดีแต่หาที่จอดรถยากมาก,"Bree is good, but very difficult to find parking.",5
เราดีใจมากที่เราได้เกิดที่โรงพยาบารศิริราชเพราะเจอหมอเก่งๆครับ,We are delighted that we have been born at the Siriraj hospital to see a doctor because I like it.,5
ดีคับ,good,5
"เนื่องจากกระผมได้มาตรวจชิ้นเนื้อต่อมน้ำเหลืองกับหมอพงษ์เทพ พิศ่ลธุระ วันที่ 15/7/57. นัดมาฟังผลครั้งที่1 วันที่ 22/7/57 โรงพยาบาลไม่มีรายงานตามที่นัดไว้. และนัดครั้งที่2 วันที่ 25/7/57 ก็ไม่มีรายงานตามที่นัดไว้อีก. ซึ่งกระผมได้เสียค่าใช้จ่ายในการเดินทางและที่พัก ต่อครั้งๆละ 5,000 บาท กระผมอยากทราบว่า หน่วยงานไหนรับผิดชอบเรื่องนี้คับ. การนัดคนไข้ควรจะมีผู้รับผิดชอบ. จึงเรียนมาเพื่อให้โรงพยาบาลพิจารณาปรับปรุงการทำงานด้วยคับ","Since I have come to biopsy lymph nodes, doctors Pongtep pin engaged since the date 07/15/57. I was listening to the No. 1 Date 07/22/57 hospital report on his appointment. And 2nd meeting on 07.25.57 was reported, according to another appointment. I am interested in the cost of travel and accommodation for the 5,000 baht each time I want to know. The agency is responsible for this post. The patient should be held responsible. This is for the hospital to improve the work with them.",2
บริการดีเลิศเลยค่ะ ชอบในความใส่ใจของเจ้าหน้าที่ทุกฝ่ายเลย,Excellent service too Like all the attention of the authorities yet.,5
บริการดีมากๆตั้งแค่คนแจกบัตรจอดรถเลยอ่ะ แถมขึ้นมากี่ชั้น เจอ รปภ. ต่างยกมือไหว้ลูกค้าทุกคน พยาบาลก็ดูแลอย่างดี พูดจานุ่มนวลทุกคน คือโอเคทุกอย่างอ่ะ ถึงจะแพงไปนิดแต่ก็ยอมอ่ะ เพราะประทับใจมากๆ,"Service is very good, just handing out parking tickets too. I came across a layer of security. The offering raised every customer. Nurses are well cared Talk softly all Everything is okay too It's expensive to do, but I refused. Because so impressed",5
เป็นบางแผนดที่ต้องปรับปรุง ในด่านบริการ และอำนวยความสดวก,Some of the plans to improve the service and air unit on.,3
ควรไปที่อื่น ผมมาครั้งแรก และจะเป็นครั้งสุดท้าย บริการช้า อย่างกับ รพ รัฐ จบ,"Where else should I go first will be last, and the slow service at the state's hospitals.",1
การบริการของพยาบาลบางคนยังเฮงซวย รพ.แห่งชาติไม่น่ามีพยาบาลแย่ๆอยู่ ไม่น่าใช้คำว่านางพยาบาลคู่กับสันดานมึงเลย,"Some nurses also blasted services. Hospital, National Hospital is not a bad address. Do not use the word nurse with congenital u all.",2
วันนี้ได้มีอาการไม่สบายจึงได้เดินทางไปหาหมอ แต่ทางโรงพยาบาลกับไม่รับรักษาด้วยเหตุผลที่ว่า........ .......... ทางโรงพยาบาลรับรักษาเฉพาะคนไข้ที่มีการนัดหมายล่วงหน้าไว้เท่านั้น เนื่องจากทางโรงพยาบาลอยู่ระหว่างการเปลี่ยนระบบคอมฯใหม่ทำให้ระบบช้ามาก ...... นี่คือเหตุผลที่สมควรหรือไม่? ทำไมคุณไม่มีการทดสอบระบบให้มันมีความเสถียรก่อนที่คุณจะนำมาใช้,"Today it is the discomfort has to go to the doctor. But the hospital to get treatment for that reason ........ .......... the hospital has been treating patients by appointment only. Because the hospital is in the process of changing the system, making the system very slowly ...... Why is it anyway? Why do not you test the system, it is stable before you adopt.",1
ผมเป็นโรคหัวใจรักษาตัวมาปีกว่าประทับใจและสุขภาพผมดีขึ้นมากๆครับ,I was impressed cardiovascular treatment over a year and my health improved a lot.,5
คิดว่าอยู่รร.ห้าดาวค่ะ สะดวกสบาย ให้บริการสมกับสถานที่ค่ะ,I think that is crazy. Five-star comfort it provides a place for you.,5
อยากจะบอกว่าระบบทั้งหมอและพยาบาลแย่ค่ะตั้งแต่คลอดลูกมาตอนนี้ลูกอายุได้4เดือนมีปัญหามาตลอดเกี่ยวกับการรักษา ไม่เคยทราบเลยว่าลูกเป็นโรคอะไรแต่ พยาบาลที่ตึก72ปีชั้น8ตะวันออก เราถามเขาว่าลูกเราเป็นอะไรกันแน่ทำไมถึงถ่ายอุจระเองไม่ได้กินนมทางปากไม่ได้ทำไมต้องให้ทางสายยางสวนอุจระทางก้นมา3เดือนแล้ว,"I would say that both doctors and nurses have worsened since the birth of the child, now 4 months old son has had problems throughout the treatment. Never mind that the disease is anything but. Hospital Building at 72 East 8th floor. We asked him whether the ball is exactly why I did not take Oujda during oral feeding does not need a garden hose to the bottom of Oujda during the coming three months.",2
ตั้งแต่ลงทะเบียน..ตรวจวัดชีพจร..ชั่งน้ำหนัก..จัดคิว..ตรวจ..พยาบาล..หมอ..การเงิน..เภสัช..ยาม..ร้านอาหาร..สถานที่...ค่ารักษา..ขอเพิ่มอีกดาว..เป็นหกดาว..,Since registration.. Measuring pulse.. Scale.. Queue.. Check.. Nurses.. I.. Money.. Pharmacy.. I.. Restaurant.. The place ... the cure.. Request. Add another star.. is a six star ..,5
ดีมาก,very well,5
โรงพยาบาลที่เป็นเลิศทางการแพทย์,The hospital medical excellence.,5
ร.พ.ศิรินาช ดีเยี่ยมสะอาดคุณหมอ เจ้าหน้าที่ ให้คำแนะนำทีาดีค่ะ,"Assoc., May. Mr. Nach excellent cleaning staff, doctors advise Tia good.",5
วันนี้ผมตั้งใจมากจะไปบริจาคเลือดแต่เจ้าหน้าที่ไม่ให้บริจาคอีกเลยเพราะ ผมมีรสนิยม เพศเดียวกัน และทางเจ้าหน้าที่แจ้งว่าทาง รพ. ไม่มีน้ำยาที่จะหาค่าวัดเชื้อได้ เออ. รพ.นี้ได้มาตรฐานจริงหรือ,"Today, I am very willing to donate blood, but staff not to donate any more because I have the same tastes and the staff was informed that the hospital has to find a solution for measuring supplier infection. Hospital has standard or real.",1
ห่วยมากค่ะ วันนี้มารอระบบอะไรไม่รู้หาหมอเสร็จตอนทุ่มนางพยาบาลเอาเอกสารไปการเงินไม่แจ้ง. การเงินคิดเงินเป็นชั่วโมง. ถ้าเป็นคลีนิคนอกระบบที่จ่ายแพง ควรมีบริการที่แพงตามเงินที่คนมาหาจ่ายด้วย แย่มาก,"Very bad today, wait for the system to know what the doctor is done by the nurse took the documents to the financial report. Financial charges for hours. If the clinic is expensive systems. Should be provided by expensive money that people pay for the poor.",1
มีคุณภาพ^^,Quality ^^,5
ช้ามาก เข้าใจว่าคนเยอะมาก แต่บางทีก็เกินไป เรายอมที่จะเสียค่าใช้จ่ายแพงกว่าที่อื่นด้วยความที่คิดว่าจะได้บริการที่ดี บริการดีนะทุกอย่าง ยกเว้นแต่เรื่องเวลา ไม่เข้าใจว่าทำไมถึงได้ช้าขนาดนี้ หาหมอทีใช้เวลา1วันเต็มไม่ต้องทำไรกันเลย,"Very slow to understand that a lot of people. But perhaps it is too We refused to pay more than the others with the idea that it would be a great service. Good service Everything Except for the time Do not understand why this has been slow. A doctor who spent one full day, do not do it.",1
ดีมากที่สุด,Most good,5
โรงพยาบาลสวยค่ะแต่หมอยังไม่พร้อมค่ะคนไข้เกิด accident ขึ้นมาไม่มีหมอมาช่วยเลยค่ะเหตุเกิดกับคุณพ่อดิฉันเองโชคดีที่คุณพ่อดิฉันแข็งแรงสุดท้ายก็พึ่งคุณหมอที่เป็นญาติกันช่วยโทรศัพท์เรียกหมอที่เป็นเพื่อนกันมาช่วย,The hospital is pretty good but I was not prepared enough patients caused accident was no doctor to help my scene with my father myself fortunate that I am a strong final count doctors who are relatives to call Doctor Who. friends help,1
